FID,earthquake_id,azimuthal_gap,azimuth_horizontal_uncertainty,depth,depth_uncertainty,description,epicentral_time,evaluation_mode,evaluation_status,event_creation_time,event_id,event_modification_time,latitude,longitude,mb,md,ml,ms,mw,mww,mwp,mwmwp,minimum_distance,maximum_distance,nearest_station,origin_id,origin_time,origin_time_uncertainty,phase_count,preferred_magnitude,preferred_magnitude_type,max_horizontal_uncertainty,min_horizontal_uncertainty,source,standard_error,station_count
earthquakes.fid--5708c50e_170e4f7b976_-3289,654256,109.86,89.16,0.3939,14.0344,Sutton; NSW.,,,FINL,2015-11-20T10:10:52,ga2015wupqvl,2015-11-20T10:13:17,-35.1447,149.2456,,,1.15,,,,,,,,,1236069,2015-11-19T20:01:35,0.89,15,1.15,ML,8.1342,5.4439,AUST,0.4437,9
earthquakes.fid--5708c50e_170e4f7b976_-3288,652588,172.88,95.63,0,0,Near Murrumbateman; NSW.,,,FINL,2014-11-19T10:40:03,ga2014wsnwck,2014-11-19T10:42:50,-35.0225,149.1116,,,1.18,,,,,,,,,1083444,2014-11-18T16:58:24,1.99,7,1.18,ML,20.9349,13.1425,AUST,0.5259,5
earthquakes.fid--5708c50e_170e4f7b976_-3287,651475,230.64,64.43,10,0,Gunning; NSW.,,,FINL,2014-03-12T11:01:05,ga2014expspp,2014-03-12T11:23:52,-34.774,149.2865,,,1.26,,,,,,,,,893838,2014-03-11T12:22:33,0.73,8,1.26,ML,7.8496,2.3341,AUST,0.583,5
earthquakes.fid--5708c50e_170e4f7b976_-3286,651319,181.83,242.63,0,1.5924,Oolong; NSW.,,,FINL,2014-02-10T10:25:08,ga2014cqlado,2014-02-10T10:26:45,-34.7675,149.1944,,,1.29,,,,,,,,,880919,2014-02-07T06:36:23,0.02,6,1.29,ML,0.4177,0.0883,AUST,0.2795,4
earthquakes.fid--5708c50e_170e4f7b976_-3285,654413,204.12,177.81,9.3961,11.6153,SW of Goulburn; NSW.,,,FINL,2016-01-08T10:30:56,ga2015ztlvip,2016-01-08T10:32:03,-34.8355,149.6798,,,1.31,,,,,,,,,1259505,2015-12-31T16:50:44,1.91,13,1.31,ML,14.9514,8.3656,AUST,0.3835,7
earthquakes.fid--5708c50e_170e4f7b976_-3284,651106,269.15,175.75,12.7472,2.2797,N of Boorowa; NSW.,,,FINL,2013-12-20T15:41:08,ga2013yxewhy,2013-12-20T15:42:15,-34.1406,148.6728,,,1.31,,,,,,,,,858274,2013-12-19T13:42:12,0.48,7,1.31,ML,4.2794,2.6776,AUST,0.0806,4
earthquakes.fid--5708c50e_170e4f7b976_-3283,654261,160.24,73.45,0,0,Yass area; NSW.,,,FINL,2015-11-23T10:25:06,ga2015wxsvve,2015-11-23T10:34:33,-34.9103,148.878,,,1.32,,,,,,,,,1237298,2015-11-21T12:51:19,0.99,14,1.32,ML,10.8904,5.4137,AUST,0.6137,7
earthquakes.fid--5708c50e_170e4f7b976_-3282,653608,205.97,79.25,0,0,Near Gundaroo; NSW.,,,FINL,2015-05-25T10:15:06,ga2015jylxmf,2015-05-25T10:19:54,-35.006,149.3553,,,1.33,,,,,,,,,1164879,2015-05-21T19:13:48,3.76,5,1.33,ML,54.1014,15.4375,AUST,0.1988,4
earthquakes.fid--5708c50e_170e4f7b976_-3281,650400,197.42,240.26,0,0,Near Gunning; NSW.,,,FINL,2013-06-24T10:25:01,ga2013mdowfs,2013-06-24T10:31:33,-34.8504,149.0659,,,1.33,,,,,,,,,777349,2013-06-21T21:57:58,0.01,5,1.33,ML,0.3356,0.086,AUST,0.6106,3
earthquakes.fid--5708c50e_170e4f7b976_-3280,651204,234.6,238.96,3.2236,0.0742,Dalton; NSW.,,,FINL,2014-01-17T10:55:05,ga2014bcxcqy,2014-01-17T10:57:41,-34.6363,149.2268,,,1.36,,,,,,,,,870123,2014-01-16T17:42:21,0.02,7,1.36,ML,0.4681,0.0955,AUST,0.8876,5
earthquakes.fid--5708c50e_170e4f7b976_-327f,650798,0,,5.7,,Gunning; NSW.,,,FINL,2013-10-08T13:14:25,ga2013tqwure,2013-10-08T13:14:25,-34.7695,149.2416,,,1.37,,,,,,,,,2156772,2013-10-06T07:30:15,,0,1.37,ML,,,AUST,,0
earthquakes.fid--5708c50e_170e4f7b976_-327e,653839,220.69,68.61,0,0,Near Dalton; NSW.,,,FINL,2015-07-21T11:10:55,ga2015oehkzl,2015-07-21T11:34:51,-34.75,149.2209,,,1.39,,,,,,,,,1185625,2015-07-20T15:10:55,4.12,5,1.39,ML,54.3286,15.0345,AUST,0.3033,3
earthquakes.fid--5708c50e_170e4f7b976_-327d,651922,138.29,84.71,0,0,Hall Area; NSW.,,,FINL,2014-06-19T08:50:03,ga2014luvdgz,2014-06-19T08:54:22,-35.0975,149.0355,,,1.39,,,,,,,,,951869,2014-06-17T03:26:54,0.22,6,1.39,ML,2.9064,1.3729,AUST,0.0526,4
earthquakes.fid--5708c50e_170e4f7b976_-327c,651842,139.4,130.2,13.6759,4.0944,Near Bowral; NSW.,,,FINL,2014-05-26T13:31:08,ga2014kdvgpm,2014-05-26T13:31:48,-34.4489,150.3776,,,1.39,,,,,,,,,942418,2014-05-24T17:18:19,0.44,9,1.39,ML,7.9212,2.3061,AUST,0.515,6
earthquakes.fid--5708c50e_170e4f7b976_-327b,651193,249.75,47.93,0,0,Frogmore; NSW.,,,FINL,2014-01-14T10:35:59,ga2014axjesv,2014-01-14T10:39:01,-34.2713,148.9358,,,1.39,,,,,,,,,869111,2014-01-13T17:19:58,0.56,6,1.39,ML,5.628,2.0479,AUST,0.2032,4
earthquakes.fid--5708c50e_170e4f7b976_-327a,654412,327.41,99.61,11.5004,73.2853,Boorowa; NSW.,,,FINL,2016-01-01T04:26:52,ga2015ztkeji,2016-01-01T04:30:40,-34.4571,148.9518,,,1.4,,,,,,,,,1256696,2015-12-31T16:00:52,5.58,7,1.4,ML,47.489,29.3024,AUST,0.1532,4
earthquakes.fid--5708c50e_170e4f7b976_-3279,653840,215.84,82.84,4.7148,80.4367,Near Dalton; NSW.,,,FINL,2015-07-21T11:50:56,ga2015oeixuu,2015-07-21T11:55:26,-34.7415,149.2041,,,1.4,,,,,,,,,1185638,2015-07-20T15:55:58,8.05,5,1.4,ML,61.2214,38.9701,AUST,0.1138,3
earthquakes.fid--5708c50e_170e4f7b976_-3278,653837,169.91,60.56,0,0,Near Dalton; NSW.,,,FINL,2015-07-21T11:10:51,ga2015oefvai,2015-07-21T11:23:18,-34.7454,149.1811,,,1.4,,,,,,,,,1185624,2015-07-20T14:22:13,2.2,5,1.4,ML,34.5244,10.9542,AUST,0.36,3
earthquakes.fid--5708c50e_170e4f7b976_-3277,648767,204.73,234.36,10,0,Near Bowning; NSW.,,,FINL,2012-06-04T11:35:06,ga2012kujtsk,2012-06-04T11:36:46,-34.6191,148.908,,,1.41,,,,,,,,,608522,2012-06-01T17:47:33,0.06,6,1.41,ML,0.5502,0.0927,AUST,0.5095,3
earthquakes.fid--5708c50e_170e4f7b976_-3276,653838,144.32,57.71,0,0,Near Dalton; NSW.,,,FINL,2015-07-21T09:20:51,ga2015oegddh,2015-07-21T09:23:19,-34.7709,149.155,,,1.42,,,,,,,,,1185609,2015-07-20T14:31:38,1.37,7,1.42,ML,17.9976,10.0558,AUST,0.5965,5
earthquakes.fid--5708c50e_170e4f7b976_-3275,651138,193.32,68.6,0,0,Near Goulburn; NSW.,,,FINL,2013-12-29T08:45:04,ga2013zmefkl,2013-12-29T09:19:48,-34.795,149.8258,,,1.42,,,,,,,,,862037,2013-12-27T17:29:43,0.88,9,1.42,ML,6.4252,3.245,AUST,0.6164,5
earthquakes.fid--5708c50e_170e4f7b976_-3274,652726,257.63,33.35,0,0,Near Frogmore; NSW.,,,FINL,2014-12-23T09:36:01,ga2014zcxmdp,2014-12-23T09:38:00,-34.2273,148.942,,,1.46,,,,,,,,,1099938,2014-12-22T16:26:03,1.55,8,1.46,ML,12.7414,4.1645,AUST,0.9036,5
earthquakes.fid--5708c50e_170e4f7b976_-3273,651934,74.98,46.23,1.341,8.445,Near Borrowa; NSW.,,,FINL,2014-07-07T11:20:03,ga2014mcqxzy,2014-07-07T11:21:19,-34.4052,148.8755,,,1.47,,,,,,,,,1027095,2014-06-21T09:55:54,0.54,8,1.47,ML,6.3221,1.293,AUST,0.2205,4
earthquakes.fid--5708c50e_170e4f7b976_-3272,651553,149.78,49.18,0,0,N of Bowning; NSW.,,,FINL,2014-03-27T09:51:11,ga2014fytnor,2014-03-27T09:56:58,-34.6734,148.8191,,,1.5,,,,,,,,,903743,2014-03-26T07:18:14,0.23,8,1.5,ML,2.8412,1.3745,AUST,0.3483,4
earthquakes.fid--5708c50e_170e4f7b976_-3271,651354,236.91,70.25,6.3279,3.4731,N of Gunning; NSW.,,,FINL,2014-02-13T12:01:05,ga2014daifcq,2014-02-13T12:06:42,-34.6757,149.2815,,,1.5,,,,,,,,,882467,2014-02-12T15:56:23,0.78,8,1.5,ML,9.0215,3.1387,AUST,0.4935,5
earthquakes.fid--5708c50e_170e4f7b976_-3270,648211,0,,0,,Near Boorowa; NSW.,,,FINL,2012-01-30T13:02:49,ga2012byqxgi,2012-01-30T13:02:49,-34.5156,148.8462,,,1.53,,,,,,,,,2155601,2012-01-28T14:13:30,,0,1.53,ML,,,AUST,,0
earthquakes.fid--5708c50e_170e4f7b976_-326f,650911,158.37,32.99,0.021,0.2116,NE of Boorowa; NSW.,,,FINL,2013-11-05T10:05:03,ga2013votxnr,2013-11-05T10:07:04,-34.2529,148.8576,,,1.56,,,,,,,,,837577,2013-11-02T11:46:50,0.01,9,1.56,ML,0.2387,0.11,AUST,0.3735,5
earthquakes.fid--5708c50e_170e4f7b976_-326e,650777,165.03,270.01,0,0,Oolong; NSW.,,,FINL,2013-10-03T11:45:05,ga2013tjxdgs,2013-10-03T11:49:47,-34.7777,149.1787,,,1.57,,,,,,,,,820896,2013-10-02T12:08:54,0.01,6,1.57,ML,0.3525,0.0824,AUST,0.4036,3
earthquakes.fid--5708c50e_170e4f7b976_-326d,652913,120.87,99.93,0,0,Near Gunning; NSW.,,,FINL,2015-02-16T12:50:03,ga2015dfzphr,2015-02-16T13:02:30,-34.8199,149.21,,,1.61,,,,,,,,,1120817,2015-02-15T18:03:31,0.38,6,1.61,ML,5.075,3.4233,AUST,0.6173,5
earthquakes.fid--5708c50e_170e4f7b976_-326c,652688,239.17,59.09,0,0,N of Gunning; NSW.,,,FINL,2014-12-18T12:50:02,ga2014ymjtjl,2014-12-18T13:59:23,-34.5872,149.2331,,,1.61,,,,,,,,,1097518,2014-12-13T16:20:25,3.54,9,1.61,ML,32.226,8.8604,AUST,0.3907,5
earthquakes.fid--5708c50e_170e4f7b976_-326b,652680,253.91,17.31,10.8353,34.4477,Near Frogmore; NSW.,,,FINL,2014-12-12T09:35:03,ga2014ygbdog,2014-12-12T09:44:23,-34.2513,148.9453,,,1.61,,,,,,,,,1094999,2014-12-10T05:33:50,3.78,9,1.61,ML,34.9929,18.087,AUST,0.4069,5
earthquakes.fid--5708c50e_170e4f7b976_-326a,650927,146.34,70.22,10.7597,3.3846,NE of Boorowa; NSW.,,,FINL,2013-11-06T10:01:04,ga2013vuomfg,2013-11-06T10:02:31,-34.3231,148.801,,,1.61,,,,,,,,,838096,2013-11-05T15:29:41,0.24,9,1.61,ML,2.8337,1.3961,AUST,0.2029,5
earthquakes.fid--5708c50e_170e4f7b976_-3269,648127,0,,0,,Frogmore; NSW;,,,FINL,2012-01-10T12:22:44,ga2012ajyjea,2012-01-10T12:22:44,-34.323,148.888,,,1.61,,,,,,,,,2155321,2012-01-06T09:55:02,,0,1.61,ML,,,AUST,,0
earthquakes.fid--5708c50e_170e4f7b976_-3268,653384,247.03,72.59,10,0,E of Gunning; NSW.,,,FINL,2015-04-09T12:20:51,ga2015grtyml,2015-04-09T12:30:10,-34.8079,149.4427,,,1.62,,,,,,,,,1142634,2015-04-05T15:55:56,3.38,9,1.62,ML,28.4753,8.9408,AUST,0.3819,5
earthquakes.fid--5708c50e_170e4f7b976_-3267,650401,228.75,265.5,0,54.4288,Near Gunning; NSW.,,,FINL,2013-06-24T10:51:04,ga2013mdqpaj,2013-06-24T10:51:41,-34.7133,149.2295,,,1.62,,,,,,,,,777354,2013-06-21T22:49:57,0.11,5,1.62,ML,1.005,0.2308,AUST,0.9429,3
earthquakes.fid--5708c50e_170e4f7b976_-3266,654365,167.16,113.65,0,0,SW of Dalton; NSW.,,,FINL,2015-12-21T12:20:52,ga2015yxodoe,2015-12-21T12:23:41,-34.7956,149.0677,,,1.64,,,,,,,,,1252423,2015-12-19T18:22:09,1.3,17,1.64,ML,12.2691,5.7407,AUST,0.6033,9
earthquakes.fid--5708c50e_170e4f7b976_-3265,654359,256.25,122.78,0,0,Cadia; NSW.,,,FINL,2015-12-21T10:15:18,ga2015yvuxos,2015-12-21T10:16:39,-33.563,149.0892,,,1.64,,,,,,,,,1252369,2015-12-18T19:37:28,3.66,8,1.64,ML,40.6459,12.0144,AUST,0.2069,4
earthquakes.fid--5708c50e_170e4f7b976_-3264,650868,225.05,270.45,5.565,0.1322,Collector; NSW.,,,FINL,2013-10-24T10:35:04,ga2013uwledg,2013-10-24T10:37:26,-34.9464,149.4045,,,1.64,,,,,,,,,830812,2013-10-23T12:02:23,0.08,6,1.64,ML,1.6519,0.1181,AUST,0.3674,4
earthquakes.fid--5708c50e_170e4f7b976_-3263,651616,210.83,140,10.2915,11.2675,SW of Bathurst; NSW.,,,FINL,2014-04-11T07:51:06,ga2014gzvohj,2014-04-11T07:53:37,-33.5196,149.4207,,,1.65,,,,,,,,,911308,2014-04-10T01:20:15,1.19,9,1.65,ML,11.6205,2.5841,AUST,0.4776,5
earthquakes.fid--5708c50e_170e4f7b976_-3262,648377,139.28,258.4,0.0219,0.0038,Murrumbateman area; NSW.,,,FINL,2012-03-07T10:09:04,ga2012epqrir,2012-03-07T11:32:33,-35.0316,149.0307,,,1.65,,,,,,,,,572512,2012-03-06T04:15:27,0.01,7,1.65,ML,0.1884,0.0855,AUST,0.3277,5
earthquakes.fid--5708c50e_170e4f7b976_-3261,650472,143.21,125.96,0,0,Near Shellharbour; NSW.,,,FINL,2013-07-12T09:15:03,ga2013nmxbvr,2013-07-12T09:17:39,-34.4895,150.685,,,1.66,,,,,,,,,783788,2013-07-11T03:42:30,0.38,9,1.66,ML,7.1568,2.2552,AUST,0.6442,5
earthquakes.fid--5708c50e_170e4f7b976_-3260,648510,217.83,242.41,9.3342,0.0307,S of Dalton; NSW.,,,FINL,2012-04-11T11:21:09,ga2012hbjwra,2012-04-11T11:25:01,-34.8239,149.2104,,,1.66,,,,,,,,,584412,2012-04-09T21:36:51,1.78,6,1.66,ML,0.403,0.0996,AUST,0.4891,3
earthquakes.fid--5708c50e_170e4f7b976_-325f,653462,179.48,109.4,0.719,29.1464,Near Springwood; NSW.,,,FINL,2015-04-27T11:15:03,ga2015ibmfsd,2015-04-27T11:22:54,-33.6961,150.5115,,,1.68,,,,,,,,,1150465,2015-04-25T02:44:03,2.97,11,1.68,ML,20.4317,12.166,AUST,0.3168,7
earthquakes.fid--5708c50e_170e4f7b976_-325e,653528,194.11,117.33,1.1397,29.6846,Near Lithgow; NSW.,,,FINL,2015-05-07T15:55:03,ga2015iwuxer,2015-05-07T16:00:36,-33.4502,150.1545,,,1.7,,,,,,,,,1155749,2015-05-06T17:39:42,3.16,11,1.7,ML,21.2952,18.3205,AUST,0.7051,7
earthquakes.fid--5708c50e_170e4f7b976_-325d,648128,0,,0,,Frogmore; NSW.,,,FINL,2012-01-10T12:27:00,ga2012akclwc,2012-01-10T12:27:00,-34.2838,148.9361,,,1.71,,,,,,,,,2155322,2012-01-06T11:58:51,,0,1.71,ML,,,AUST,,0
earthquakes.fid--5708c50e_170e4f7b976_-325c,651709,111.95,62.36,10,0,Dalton; NSW.,,,FINL,2014-04-28T13:55:10,ga2014idxiuo,2014-04-28T13:56:57,-34.7305,149.1581,,,1.73,,,,,,,,,925931,2014-04-26T10:28:29,0.36,7,1.73,ML,4.2235,1.7712,AUST,0.4121,4
earthquakes.fid--5708c50e_170e4f7b976_-325b,650688,148.27,107.38,0,0,N of Tarago; NSW.,,,FINL,2013-09-11T10:21:05,ga2013rugsek,2013-09-11T10:24:09,-34.956,149.6207,,,1.73,,,,,,,,,809146,2013-09-09T19:49:47,0.39,8,1.73,ML,3.1094,2.3719,AUST,0.4839,5
earthquakes.fid--5708c50e_170e4f7b976_-325a,649022,210.68,247.09,0,0,Near Dalton; NSW.,,,FINL,2012-08-01T11:30:00,ga2012pajmsx,2012-08-01T11:30:49,-34.8074,149.1402,,,1.73,,,,,,,,,630751,2012-07-31T15:51:45,0.02,8,1.73,ML,0.5909,0.0997,AUST,0.8487,4
earthquakes.fid--5708c50e_170e4f7b976_-3259,649453,261.37,41.96,0,0,E of Frogmore; NSW.,,,FINL,2012-11-12T16:55:01,ga2012whlyqh,2012-11-12T16:59:52,-34.2693,149.099,,,1.74,,,,,,,,,675305,2012-11-11T16:11:46,0.91,6,1.74,ML,7.0939,2.0766,AUST,0.3823,3
earthquakes.fid--5708c50e_170e4f7b976_-3258,648134,0,,10,,NW of Crookwell; NSW.,,,FINL,2012-01-10T17:04:58,ga2012amauss,2012-01-10T17:04:58,-34.3023,149.2287,,,1.75,,,,,,,,,2155341,2012-01-07T13:17:45,,0,1.75,ML,,,AUST,,0
earthquakes.fid--5708c50e_170e4f7b976_-3257,648247,0,,0.5,,Gunning; NSW.,,,FINL,2012-02-06T16:13:12,ga2012cjuemz,2012-02-06T16:13:12,-34.8089,149.2026,,,1.76,,,,,,,,,2155661,2012-02-03T15:41:40,,0,1.76,ML,,,AUST,,0
earthquakes.fid--5708c50e_170e4f7b976_-3256,650994,336.43,129.16,6.8172,19.5879,SW of Dungog; NSW.,,,FINL,2013-11-28T10:55:04,ga2013xhydsz,2013-11-28T11:06:13,-32.4583,151.6609,,,1.79,2.32,,,,,,,,848305,2013-11-27T02:16:07,2.14,5,1.79,ML,60.3308,10.7414,AUST,0.7137,3
earthquakes.fid--5708c50e_170e4f7b976_-3255,650497,275.77,256.8,2,0,Near Goulburn; NSW.,,,FINL,2013-07-22T10:35:02,ga2013obpfsa,2013-07-22T10:36:14,-34.8313,149.7229,,,1.79,,,,,,,,,787530,2013-07-19T03:52:44,0.07,6,1.79,ML,1.2913,0.1443,AUST,0.5659,3
earthquakes.fid--5708c50e_170e4f7b976_-3254,648122,0,,0,,Near Frogmore; NSW.,,,FINL,2012-01-10T15:48:46,ga2012aigisf,2012-01-10T15:48:46,-34.2912,148.9354,,,1.79,,,,,,,,,2155340,2012-01-05T11:46:56,,0,1.79,ML,,,AUST,,0
earthquakes.fid--5708c50e_170e4f7b976_-3253,652413,96.4,142.05,10,0,Lake Burragorang; NSW.,,,FINL,2014-10-13T10:00:01,ga2014tyihsc,2014-10-13T10:09:31,-34.1307,150.3721,,,1.81,,,,,,,,,1065612,2014-10-10T08:48:36,0.29,12,1.81,ML,5.0892,2.1009,AUST,0.6563,7
earthquakes.fid--5708c50e_170e4f7b976_-3252,650885,152.96,45.44,5.9921,9.5914,Boorowa; NSW.,,,FINL,2013-10-28T12:35:02,ga2013vbrgqj,2013-10-28T12:36:10,-34.4819,148.7516,,,1.81,,,,,,,,,832682,2013-10-26T08:28:42,0.29,8,1.81,ML,11.0704,1.8962,AUST,0.3867,5
earthquakes.fid--5708c50e_170e4f7b976_-3251,652169,131.7,51.42,5.1787,9.9771,Near Boorowa; NSW.,,,FINL,2014-08-11T13:10:01,ga2014pqcerj,2014-08-11T13:12:01,-34.4109,148.8648,,,1.82,,,,,,,,,1040031,2014-08-10T05:22:48,0.53,12,1.82,ML,7.9816,1.4904,AUST,0.3549,6
earthquakes.fid--5708c50e_170e4f7b976_-3250,648479,114.98,127.22,0,0,SE of Gunning; NSW.,,,FINL,2012-04-03T10:09:06,ga2012gkjuvp,2012-04-03T10:13:19,-34.8674,149.4061,,,1.82,,,,,,,,,582175,2012-03-31T15:18:39,0.25,11,1.82,ML,2.7257,2.2274,AUST,0.5302,8
earthquakes.fid--5708c50e_170e4f7b976_-324f,648294,0,,10,,E of Kiama; NSW.,,,FINL,2012-02-16T15:56:35,ga2012dgjmga,2012-02-16T15:56:35,-34.7028,151.0371,,,1.82,,,,,,,,,2155800,2012-02-15T23:01:41,,0,1.82,ML,,,AUST,,0
earthquakes.fid--5708c50e_170e4f7b976_-324e,650216,112.05,333.56,0,0,Near Jenolan; NSW.,,,FINL,2013-05-14T10:35:29,ga2013jircnz,2013-05-14T10:36:15,-33.8088,149.8845,,,1.84,,,,,,,,,759464,2013-05-13T04:38:56,0.01,7,1.84,ML,1.1507,0.1008,AUST,0.1917,4
earthquakes.fid--5708c50e_170e4f7b976_-324d,654345,172.99,96.04,8.271,11.2578,Near Gunning; NSW.,,,FINL,2015-12-14T15:05:04,ga2015ylvtbc,2015-12-14T15:24:49,-34.6669,149.2727,,,1.85,,,,,,,,,1249142,2015-12-13T09:17:38,0.93,19,1.85,ML,13.271,7.8175,AUST,0.5688,12
earthquakes.fid--5708c50e_170e4f7b976_-324c,653934,330.61,129.01,0,0,Near Molong; NSW.,,,FINL,2015-08-11T12:15:03,ga2015pqjbhm,2015-08-11T12:17:42,-33.1116,148.9229,,,1.85,,,,,,,,,1193031,2015-08-10T08:50:05,6.38,5,1.85,ML,65.1609,32.4116,AUST,0.475,3
earthquakes.fid--5708c50e_170e4f7b976_-324b,652742,248.25,139.03,10,0,W of Orange; NSW.,,,FINL,2015-01-05T12:40:21,ga2014zmiwiz,2015-01-05T12:47:18,-33.3018,148.8261,,,1.85,,,,,,,,,1105557,2014-12-27T19:50:04,3.67,9,1.85,ML,36.3124,10.8945,AUST,0.5833,5
earthquakes.fid--5708c50e_170e4f7b976_-324a,649272,190.34,292.55,13.0731,0.6529,Wandandian; NSW.,,,FINL,2012-09-24T12:15:01,ga2012stuxvp,2012-09-24T12:17:16,-35.0758,150.4337,,,1.86,,,,,,,,,653062,2012-09-22T17:50:39,0.06,8,1.86,ML,1.1298,0.1178,AUST,0.678,4
earthquakes.fid--5708c50e_170e4f7b976_-3249,649126,243.42,41.56,0,0,Near Boorowa; NSW.,,,FINL,2012-08-24T13:31:00,ga2012qqlets,2012-08-24T13:35:00,-34.34,148.9048,,,1.86,,,,,,,,,638833,2012-08-23T13:50:49,0.94,6,1.86,ML,8.6865,2.0105,AUST,0.4396,3
earthquakes.fid--5708c50e_170e4f7b976_-3248,654244,249.87,122.85,8.6383,26.708,Cudal; NSW.,,,FINL,2015-11-18T12:45:06,ga2015wqetqx,2015-11-18T12:56:38,-33.3413,148.7497,,,1.87,,,,,,,,,1235185,2015-11-17T10:15:04,4.02,10,1.87,ML,60.108,13.3488,AUST,0.7476,6
earthquakes.fid--5708c50e_170e4f7b976_-3247,649247,217.81,111.25,7.5215,4.3798,Off shore Jervis Bay; NSW.,,,FINL,2012-09-18T09:31:01,ga2012sjtnoc,2012-09-18T09:38:12,-35.1879,150.9833,,,1.87,,,,,,,,,650443,2012-09-17T06:23:47,0.66,6,1.87,ML,8.2388,2.8872,AUST,0.3548,5
earthquakes.fid--5708c50e_170e4f7b976_-3246,649242,272.97,31.17,10,0,NE of Boorowa; NSW.,,,FINL,2012-09-17T14:25:01,ga2012shaatd,2012-09-17T14:30:01,-34.1434,148.9797,,,1.87,,,,,,,,,650102,2012-09-15T18:26:42,0.05,6,1.87,ML,0.9772,0.1353,AUST,0.8835,3
