FID,earthquake_id,azimuthal_gap,azimuth_horizontal_uncertainty,depth,depth_uncertainty,description,epicentral_time,evaluation_mode,evaluation_status,event_creation_time,event_id,event_modification_time,latitude,longitude,mb,md,ml,ms,mw,mww,mwp,mwmwp,minimum_distance,maximum_distance,nearest_station,origin_id,origin_time,origin_time_uncertainty,phase_count,preferred_magnitude,preferred_magnitude_type,max_horizontal_uncertainty,min_horizontal_uncertainty,source,standard_error,station_count
earthquakes.fid--5708c50e_170e4f7b976_-31ff,650989,337.03,9.79,0,0,Offshore E of Ulladulla; NSW.,,,FINL,2013-11-26T09:31:06,ga2013xevlkf,2013-11-26T09:33:07,-35.3246,151.3077,,,2.24,,,,,,,,,847578,2013-11-25T09:41:04,1.43,8,2.24,ML,15.8957,10.694,AUST,0.7591,4
earthquakes.fid--5708c50e_170e4f7b976_-31fe,650152,139.77,264.04,0.0572,0.6686,NE of Boorowa; NSW.,,,FINL,2013-04-22T11:25:26,ga2013hrfzoa,2013-04-22T11:32:30,-34.3627,148.8968,,,2.24,,,,,,,,,750788,2013-04-19T12:51:07,0.04,8,2.24,ML,0.5672,0.1104,AUST,0.4158,4
earthquakes.fid--5708c50e_170e4f7b976_-31fd,650012,233.68,303.48,0,0.295,E of Minnamurra; NSW.,,,FINL,2013-03-12T13:51:03,ga2013ewqxgg,2013-03-12T13:52:52,-34.6294,150.8915,,,2.25,,,,,,,,,730764,2013-03-10T23:53:38,0.03,8,2.25,ML,1.472,0.1116,AUST,0.3356,4
earthquakes.fid--5708c50e_170e4f7b976_-31fc,654226,116.09,166.58,10,0,Lithgow; NSW.,,,FINL,2015-11-10T11:05:03,ga2015wcmzzd,2015-11-10T11:06:42,-33.5523,150.275,,,2.26,,,,,,,,,1231486,2015-11-09T23:21:07,1.04,16,2.26,ML,9.6848,5.9037,AUST,0.527,9
earthquakes.fid--5708c50e_170e4f7b976_-31fb,648779,151.18,16.49,0,0,N of Boorowa; NSW.,,,FINL,2012-06-07T09:51:11,ga2012lbsmms,2012-06-07T09:55:36,-34.3486,148.7456,,,2.27,,,,,,,,,609667,2012-06-05T17:42:03,0,8,2.27,ML,0.1613,0.0982,AUST,0.7357,4
earthquakes.fid--5708c50e_170e4f7b976_-31fa,648346,192.97,123.99,5.2727,3.9127,Brunkerville; NSW.,,,FINL,2012-03-06T10:01:08,ga2012eacenk,2012-03-06T10:09:38,-32.9349,151.4694,,,2.28,,,,,,,,,572197,2012-02-26T16:51:02,0.5,6,2.28,ML,6.2445,3.19,AUST,0.1911,5
earthquakes.fid--5708c50e_170e4f7b976_-31f9,648509,221,118.44,11.7579,5.1613,NE of Wollongong. NSW.,,,FINL,2012-04-11T11:55:06,ga2012havrbq,2012-04-11T12:06:46,-34.3474,150.953,,,2.29,,,,,,,,,584425,2012-04-09T14:27:57,0.78,8,2.29,ML,14.2179,3.531,AUST,0.716,5
earthquakes.fid--5708c50e_170e4f7b976_-31f8,651304,161.41,127.79,0,0,N of Molong; NSW.,,,FINL,2014-02-06T10:25:12,ga2014cnacmm,2014-02-06T10:26:37,-32.9605,148.8952,,,2.29,2.53,,,,,,,,879183,2014-02-05T09:53:47,0.65,10,2.29,ML,6.2708,4.8885,AUST,0.8227,6
earthquakes.fid--5708c50e_170e4f7b976_-31f7,648856,0,,0,,N of Boorowa; NSW.,,,FINL,2012-06-25T12:34:20,ga2012mguhqc,2012-06-25T12:34:20,-34.125,148.6715,,,2.29,,,,,,,,,2156305,2012-06-22T15:55:29,,0,2.29,ML,,,AUST,,0
earthquakes.fid--5708c50e_170e4f7b976_-31f6,653601,141.89,123.71,15.8348,2.2507,SE of Cessnock; NSW.,,,FINL,2015-05-27T16:10:51,ga2015juukps,2015-05-27T16:14:00,-32.9515,151.3942,,,2.3,,,,,,,,,1166081,2015-05-19T19:12:31,0.3,7,2.3,ML,4.9576,2.1275,AUST,0.3347,5
earthquakes.fid--5708c50e_170e4f7b976_-31f5,653566,205.11,163.95,10,0,N of Lithgow; NSW.,,,FINL,2015-05-12T10:35:03,ga2015jfxknl,2015-05-12T11:06:54,-33.3354,150.1572,,,2.3,,,,,,,,,1158496,2015-05-11T16:35:48,2.01,9,2.3,ML,22.8334,8.645,AUST,0.5303,5
earthquakes.fid--5708c50e_170e4f7b976_-31f4,648811,128.84,43.12,19.6511,0.0764,NW of Boorowa; NSW.,,,FINL,2012-06-14T11:01:05,ga2012lqdzai,2012-06-14T11:23:27,-34.3724,148.6283,,,2.31,3.18,,,,,,,,612195,2012-06-13T14:31:08,0,16,2.31,ML,0.1763,0.0938,AUST,0.7531,8
earthquakes.fid--5708c50e_170e4f7b976_-31f3,652442,158.1,113.04,0,0,Near Frogmore; NSW.,,,FINL,2014-10-17T09:10:01,ga2014ujqgdg,2014-10-17T09:17:40,-34.2384,148.9609,,,2.33,,,,,,,,,1067627,2014-10-16T12:37:23,0.22,15,2.33,ML,1.8855,1.4958,AUST,0.3812,9
earthquakes.fid--5708c50e_170e4f7b976_-31f2,654090,180.45,16.46,0,0,N of Windsor; NSW.,,,FINL,2015-09-29T15:20:51,ga2015svmsmn,2015-09-29T15:23:21,-33.0301,150.6472,,,2.34,,,,,,,,,1212408,2015-09-24T15:52:01,2.01,10,2.34,ML,18.8916,10.0431,AUST,0.8256,7
earthquakes.fid--5708c50e_170e4f7b976_-31f1,650988,177.08,57.46,0,0,Near Singleton; NSW.,,,FINL,2013-11-26T12:45:04,ga2013xetkpo,2013-11-28T09:42:46,-32.6053,151.0832,,,2.34,4.2,,,,,,,,847693,2013-11-25T08:39:48,0.84,8,2.34,ML,7.8389,3.9993,AUST,0.3724,6
earthquakes.fid--5708c50e_170e4f7b976_-31f0,650221,162.29,261.54,3.0991,0.9001,Near Orange; NSW.,,,FINL,2013-05-16T10:15:03,ga2013jlavfk,2013-05-16T10:17:14,-33.0372,149.3524,,,2.34,2.62,,,,,,,,760604,2013-05-14T11:41:06,0.09,7,2.34,ML,0.4475,0.1665,AUST,0.3434,5
earthquakes.fid--5708c50e_170e4f7b976_-31ef,654357,88.7,117.64,13.2976,9.0092,Near Katoomba; NSW.,,,FINL,2015-12-18T12:55:04,ga2015yujxtg,2015-12-18T12:59:59,-33.8365,150.4127,,,2.36,,,,,,,,,1250784,2015-12-18T01:01:18,1.12,24,2.36,ML,8.9103,5.719,AUST,0.7216,14
earthquakes.fid--5708c50e_170e4f7b976_-31ee,652789,327.05,103.57,0,0,Near Cessnock; NSW.,,,FINL,2015-01-12T11:40:16,ga2015arqmsa,2015-01-12T11:49:05,-32.8467,151.4559,,,2.36,2.58,,,,,,,,1108156,2015-01-10T14:33:34,4.22,8,2.36,ML,33.7028,28.58,AUST,1.1472,6
earthquakes.fid--5708c50e_170e4f7b976_-31ed,652429,113.49,86.95,0,0,Near Muswellbrook; NSW.,,,FINL,2014-10-14T09:20:03,ga2014uejuws,2014-10-14T10:29:56,-32.3207,150.9186,,,2.36,3.02,,,,,,,,1066179,2014-10-13T16:00:55,0.37,18,2.36,ML,7.5207,2.6328,AUST,0.9258,12
earthquakes.fid--5708c50e_170e4f7b976_-31ec,650029,262.96,309.28,10,0,Offshore; NE of Ulladulla; NSW.,,,FINL,2013-03-15T10:45:02,ga2013fdprir,2013-03-15T11:11:59,-35.1017,151.699,,,2.38,,,,,,,,,731946,2013-03-14T18:47:56,0.05,7,2.38,ML,1.0853,0.1702,AUST,0.9961,4
earthquakes.fid--5708c50e_170e4f7b976_-31eb,651111,97.81,123.77,0,0,Appin; NSW.,,,FINL,2013-12-23T10:10:08,ga2013yyspsw,2013-12-23T10:27:28,-34.1698,150.7493,,,2.44,3,,,,,,,,859497,2013-12-20T09:41:27,0.13,17,2.44,ML,1.8931,1.1241,AUST,0.3981,12
earthquakes.fid--5708c50e_170e4f7b976_-31ea,650428,116.33,311.5,0.0205,0.4247,Near Mudgee; NSW.,,,FINL,2013-07-01T13:21:03,ga2013mubaqo,2013-07-01T13:23:13,-32.4807,149.5359,,,2.44,3.06,,,,,,,,779739,2013-06-30T21:16:46,0.05,12,2.44,ML,0.2354,0.1069,AUST,0.8735,7
earthquakes.fid--5708c50e_170e4f7b976_-31e9,652466,148.29,123.81,1.2475,6.0389,Near Cessnock; NSW.,,,FINL,2014-10-21T11:36:01,ga2014urdfno,2014-10-21T11:49:52,-32.869,151.3352,,,2.45,2.48,,,,,,,,1069657,2014-10-20T14:40:15,0.7,16,2.45,ML,7.5705,2.9739,AUST,0.7437,11
earthquakes.fid--5708c50e_170e4f7b976_-31e8,654089,56.78,131.49,0,0,Near Taralga; NSW.,,,FINL,2015-09-25T11:10:03,ga2015svlhti,2015-09-25T11:12:05,-34.3994,149.7199,,,2.48,3.28,,,,,,,,1210985,2015-09-24T15:09:23,0.48,27,2.48,ML,5.5802,3.4853,AUST,0.8988,16
earthquakes.fid--5708c50e_170e4f7b976_-31e7,652677,155.06,102.64,11.3871,12.8253,S of Denman; NSW.,,,FINL,2014-12-10T12:50:04,ga2014yetpmp,2014-12-10T12:50:57,-32.5432,150.6585,,,2.48,2.64,,,,,,,,1094281,2014-12-09T12:41:50,2.16,14,2.48,ML,13.4997,8.386,AUST,0.6337,7
earthquakes.fid--5708c50e_170e4f7b976_-31e6,650002,254.67,130.82,0,0,Offshore Newcastle; NSW.,,,FINL,2013-03-08T08:51:02,ga2013epjbjy,2013-03-08T09:02:21,-33.0449,152.0587,,,2.48,2.66,,,,,,,,728953,2013-03-07T00:25:44,1.63,5,2.48,ML,16.7136,5.5341,AUST,0.9895,3
earthquakes.fid--5708c50e_170e4f7b976_-31e5,654360,113.82,86.69,17.0453,9.5028,Near Singleton; Hunter Region; NSW.,,,FINL,2015-12-30T21:10:59,ga2015ywcolt,2015-12-30T21:50:11,-32.6197,151.1981,,,2.49,,,,,,,,,1256271,2015-12-18T23:28:16,0.91,11,2.49,ML,9.4721,4.6701,AUST,0.8111,9
earthquakes.fid--5708c50e_170e4f7b976_-31e4,651281,135.05,44.67,13.3224,3.2943,Near Canowindra; NSW.,,,FINL,2014-02-04T16:05:21,ga2014chhbta,2014-02-04T16:06:03,-33.5034,148.6424,,,2.49,2.71,,,,,,,,878316,2014-02-02T06:57:16,0.51,16,2.49,ML,2.857,2.1501,AUST,0.4649,9
earthquakes.fid--5708c50e_170e4f7b976_-31e3,653437,193.58,115.35,0,0,SE of Cessnock; NSW.,,,FINL,2015-04-20T11:30:51,ga2015hqegmv,2015-04-20T11:32:48,-32.9093,151.4852,,,2.5,,,,,,,,,1146749,2015-04-18T22:54:22,0.75,11,2.5,ML,10.6335,5.0373,AUST,0.7157,8
earthquakes.fid--5708c50e_170e4f7b976_-31e2,650991,309.75,97.32,7.8239,3.928,Near Singleton; NSW.,,,FINL,2013-11-28T10:01:06,ga2013xgdldb,2013-11-28T10:03:08,-32.5892,151.2429,,,2.51,2.55,,,,,,,,848276,2013-11-26T02:46:36,0.74,11,2.51,ML,6.8835,4.0578,AUST,0.3892,6
earthquakes.fid--5708c50e_170e4f7b976_-31e1,650874,181.33,285.94,14.3736,0.0892,Pelton; NSW.,,,FINL,2013-10-25T10:31:09,ga2013uyotne,2013-10-25T10:37:02,-32.8803,151.3121,,,2.51,2.71,,,,,,,,831268,2013-10-24T15:59:42,0.01,11,2.51,ML,0.3852,0.1169,AUST,0.6462,8
earthquakes.fid--5708c50e_170e4f7b976_-31e0,652829,181.16,103.79,3.6179,5.9457,Mulbring; NSW.,,,FINL,2015-01-22T14:22:15,ga2015blevph,2015-01-22T14:24:35,-32.8978,151.4411,,,2.53,3.64,,,,,,,,1112333,2015-01-21T06:11:20,0.72,11,2.53,ML,6.6282,3.9793,AUST,0.4567,8
earthquakes.fid--5708c50e_170e4f7b976_-31df,653032,94.59,88.94,0,0,SW of Orange; NSW.,,,FINL,2015-02-25T11:00:38,ga2015dwngdu,2015-02-25T13:54:32,-33.4616,148.9671,,,2.54,2.67,,,,,,,,1124048,2015-02-24T18:06:55,0.29,17,2.54,ML,3.9082,2.2967,AUST,0.6959,11
earthquakes.fid--5708c50e_170e4f7b976_-31de,652460,146.89,120.89,0,0,Near Cessnock; NSW.,,,FINL,2014-10-21T09:56:01,ga2014upnlii,2014-10-21T11:14:30,-32.8773,151.3761,,,2.54,2.54,,,,,,,,1069616,2014-10-19T17:39:45,0.36,14,2.54,ML,5.2267,2.5473,AUST,0.6991,9
earthquakes.fid--5708c50e_170e4f7b976_-31dd,652126,195.19,106.51,3.9352,5.067,Near Cessnock; NSW.,,,FINL,2014-08-04T10:46:01,ga2014oywmls,2014-08-04T10:55:06,-32.9383,151.501,,,2.54,3.47,,,,,,,,1037440,2014-07-31T20:14:43,0.56,6,2.54,ML,5.4692,3.2482,AUST,0.1564,5
earthquakes.fid--5708c50e_170e4f7b976_-31dc,652130,127.42,96.44,10,0,NE of Bathurst; NSW.,,,FINL,2014-08-04T09:56:00,ga2014pajbla,2014-08-04T09:57:51,-33.2917,149.7127,,,2.55,,,,,,,,,1037431,2014-08-01T15:38:38,0.48,8,2.55,ML,4.7693,4.5024,AUST,0.8905,4
earthquakes.fid--5708c50e_170e4f7b976_-31db,651547,107.17,170.87,0,0,NE of Frogmore; NSW.,,,FINL,2014-03-26T10:15:07,ga2014fwuyjt,2014-03-26T10:16:03,-34.2352,148.9511,,,2.55,2.93,,,,,,,,902884,2014-03-25T05:52:00,0.26,9,2.55,ML,2.5531,1.9141,AUST,0.5128,6
earthquakes.fid--5708c50e_170e4f7b976_-31da,651215,147.52,101.91,9.8586,6.0461,NE of Singleton; NSW.,,,FINL,2014-01-20T11:35:03,ga2014bifrbk,2014-01-20T11:36:57,-32.3472,151.3807,,,2.55,2.49,,,,,,,,871121,2014-01-19T15:22:49,0.76,18,2.55,ML,7.8952,4.3421,AUST,0.6959,13
earthquakes.fid--5708c50e_170e4f7b976_-31d9,648262,0,,5.98,,Brunkerville; NSW.,,,FINL,2012-02-09T09:12:10,ga2012coxyla,2012-02-09T09:12:11,-32.9412,151.4676,,,2.55,,,,,,,,,2155700,2012-02-06T10:57:41,,0,2.55,ML,,,AUST,,0
earthquakes.fid--5708c50e_170e4f7b976_-31d8,648899,57.48,241.86,12,0,W of Picton; NSW.,,,FINL,2012-07-05T09:55:00,ga2012nchtdl,2012-07-05T09:58:13,-34.1584,150.3521,,,2.56,3.03,,,,,,,,620372,2012-07-04T09:15:04,0.01,18,2.56,ML,0.2505,0.1413,AUST,0.6429,11
earthquakes.fid--5708c50e_170e4f7b976_-31d7,652516,122.93,135.01,10.4996,1.8481,Near Cessnock; NSW.,,,FINL,2014-11-04T12:20:14,ga2014vrpbho,2014-11-04T12:21:37,-32.9529,151.4234,,,2.57,3.19,,,,,,,,1075500,2014-11-04T00:33:46,0.29,13,2.57,ML,4.1439,1.8789,AUST,0.3555,10
earthquakes.fid--5708c50e_170e4f7b976_-31d6,650985,104.37,92.81,9.1765,6.418,Appin; NSW.,,,FINL,2013-11-25T09:55:08,ga2013xdtclh,2013-11-25T09:57:53,-34.1544,150.7807,,,2.59,,,,,,,,,847090,2013-11-24T19:25:51,0.39,18,2.59,ML,6.451,2.8103,AUST,0.8187,9
earthquakes.fid--5708c50e_170e4f7b976_-31d5,653426,176.84,99.93,5.5813,17.5753,Near Cessnock; NSW.,,,FINL,2015-04-17T09:40:51,ga2015hlmkox,2015-04-17T09:42:45,-32.9076,151.399,,,2.63,,,,,,,,,1145868,2015-04-16T09:38:06,2.2,13,2.63,ML,22.0741,13.2788,AUST,0.4913,10
earthquakes.fid--5708c50e_170e4f7b976_-31d4,651240,89.79,22.68,5,0,Doyles Creek; NSW.,,,FINL,2014-01-28T11:25:03,ga2014btcovy,2014-01-28T11:26:42,-32.5926,150.6964,,,2.64,2.72,,,,,,,,874630,2014-01-25T13:38:58,0.01,17,2.64,ML,0.2134,0.1126,AUST,0.6834,12
earthquakes.fid--5708c50e_170e4f7b976_-31d3,648432,214.16,112.98,0,0,Tasman Sea; E of Sydney; NSW.,,,FINL,2012-03-21T11:03:20,ga2012fqfdhz,2012-03-21T11:06:55,-33.8716,151.7821,,,2.64,2.65,,,,,,,,577655,2012-03-20T15:28:07,0.58,16,2.64,ML,4.9739,2.9336,AUST,0.7473,11
earthquakes.fid--5708c50e_170e4f7b976_-31d2,649121,79.97,154.96,0,0,Near Crookwell; NSW.,,,FINL,2012-08-22T10:01:02,ga2012qmezdj,2012-08-22T10:08:47,-34.3326,149.2276,,,2.65,2.59,,,,,,,,638137,2012-08-21T06:25:21,0.28,18,2.65,ML,3.3648,2.0231,AUST,0.7011,12
earthquakes.fid--5708c50e_170e4f7b976_-31d1,648818,111.08,125.69,9.6463,3.3751,N of Canberra; NSW.,,,FINL,2012-06-18T09:15:05,ga2012lwbpag,2012-06-18T09:22:38,-35.0735,149.0844,,,2.66,3.12,,,,,,,,613383,2012-06-16T19:46:02,0.35,11,2.66,ML,3.5364,2.1696,AUST,0.3504,6
earthquakes.fid--5708c50e_170e4f7b976_-31d0,652132,143.94,40.86,10,0,Near Cassilis; NSW.,,,FINL,2014-08-04T11:50:02,ga2014pbktxh,2014-08-04T11:56:07,-32.0576,150.1033,,,2.7,3.03,,,,,,,,1037454,2014-08-02T05:34:43,1.15,7,2.7,ML,11.2055,7.771,AUST,0.9833,4
earthquakes.fid--5708c50e_170e4f7b976_-31cf,651185,229.71,115.39,10,0,Offshore Seal Rocks; NSW.,,,FINL,2014-01-13T10:55:04,ga2014atjmxi,2014-01-13T11:06:40,-32.5335,152.4926,,,2.73,3.16,,,,,,,,868794,2014-01-11T13:11:33,0.81,10,2.73,ML,11.8572,5.1963,AUST,0.6248,8
earthquakes.fid--5708c50e_170e4f7b976_-31ce,650976,222.4,133.87,4.1145,2.6544,Offshore E of Ulladulla; NSW.,,,FINL,2013-11-25T10:35:08,ga2013wzfpiw,2013-11-25T10:37:08,-35.3511,150.931,,,2.73,,,,,,,,,847132,2013-11-22T08:20:31,0.5,11,2.73,ML,3.5506,2.0709,AUST,0.3057,7
earthquakes.fid--5708c50e_170e4f7b976_-31cd,649248,108.76,303.24,5.6351,0.156,Appin; NSW.,,,FINL,2012-09-18T09:45:01,ga2012skgwtj,2012-09-18T09:47:40,-34.171,150.7957,,,2.78,3.09,,,,,,,,650446,2012-09-17T13:06:42,0.01,18,2.78,ML,0.35,0.0962,AUST,0.4307,10
earthquakes.fid--5708c50e_170e4f7b976_-31cc,653836,83.91,83.57,0,0,Near Dalton; NSW.,,,FINL,2015-07-21T10:55:04,ga2015oefsdq,2015-07-21T10:56:53,-34.7895,149.1192,,,2.82,3.06,,,,,,,,1185622,2015-07-20T14:18:53,0.7,17,2.82,ML,8.5371,6.3974,AUST,0.9645,12
earthquakes.fid--5708c50e_170e4f7b976_-31cb,649704,46.47,311.31,9.1955,0.5098,Near Frogmore; NSW.,,,FINL,2013-01-21T10:35:01,ga2013bgoanq,2013-01-21T10:53:00,-34.1961,148.9222,,,2.85,2.89,,,,,,,,703240,2013-01-18T17:26:14,0.05,19,2.85,ML,0.5074,0.232,AUST,0.6462,10
earthquakes.fid--5708c50e_170e4f7b976_-31ca,650950,115.87,127.1,0,0,Appin; NSW.,,,FINL,2013-11-13T14:25:29,ga2013wigvuk,2013-11-13T14:32:44,-34.1779,150.767,,,2.89,,,,,,,,,840796,2013-11-13T02:42:05,0.25,11,2.89,ML,3.3219,1.5796,AUST,0.4516,7
earthquakes.fid--5708c50e_170e4f7b976_-31c9,649621,339.9,112.66,9.3453,2.1762,Near Bulahdelah; NSW.,,,FINL,2013-01-03T11:41:01,ga2012zcvmrr,2013-01-03T12:02:17,-32.3949,152.0411,,,2.89,2.78,,,,,,,,696996,2012-12-21T15:26:20,0.63,12,2.89,ML,11.6175,3.6405,AUST,0.3154,8
earthquakes.fid--5708c50e_170e4f7b976_-31c8,650512,108.75,303.3,0,0.3917,Near Muswellbrook; NSW.,,,FINL,2013-07-22T09:21:05,ga2013ofqmqy,2013-07-22T09:28:37,-32.3501,150.857,,,2.98,3.34,,,,,,,,787427,2013-07-21T08:48:53,0.05,15,2.98,ML,0.6704,0.339,AUST,0.7176,9
earthquakes.fid--5708c50e_170e4f7b976_-31c7,652364,118.84,112.54,0,0,Near Cessnock; NSW.,,,FINL,2014-09-24T09:40:02,ga2014stjenp,2014-09-25T10:26:06,-32.8645,151.3965,,,3,,,,,,,,,1057785,2014-09-23T11:56:21,0.52,13,3,ML,7.67,3.5572,AUST,0.9983,8
earthquakes.fid--5708c50e_170e4f7b976_-31c6,649921,138.32,44.08,0.0233,1.3853,SW of Orange; NSW.,,,FINL,2013-02-19T10:51:02,ga2013dkvofx,2013-02-20T08:18:16,-33.4665,148.954,,,3,3.45,,,,,,,,721317,2013-02-18T09:23:58,0.17,10,3,ML,0.8844,0.447,AUST,0.5917,6
earthquakes.fid--5708c50e_170e4f7b976_-31c5,652363,119.14,121.72,3.9975,6.4508,Near Cessnock; NSW.,,,FINL,2014-09-24T11:16:01,ga2014stjdnl,2014-09-25T10:23:05,-32.8645,151.3965,,,3.1,,,,,,,,,1057806,2014-09-23T11:55:11,0.81,15,3.1,ML,8.7068,3.6675,AUST,0.8898,10
earthquakes.fid--5708c50e_170e4f7b976_-31c4,650873,107.13,122.9,7.8723,2.1192,Appin; NSW.,,,FINL,2013-10-25T16:10:05,ga2013uyiltd,2013-10-25T16:16:36,-34.1745,150.7885,,,3.1,,,,,,,,,831455,2013-10-24T12:49:39,0.24,21,3.1,ML,2.5364,1.534,AUST,0.4053,12
earthquakes.fid--5708c50e_170e4f7b976_-31c3,649689,46.55,327.16,9.1962,0.5015,Near Frogmore; NSW.,,,FINL,2013-01-14T12:11:01,ga2013avleid,2013-01-14T13:01:31,-34.1862,148.9182,,,3.18,2.99,,,,,,,,701015,2013-01-12T16:10:53,0.06,24,3.18,ML,0.4046,0.1978,AUST,0.7501,15
earthquakes.fid--5708c50e_170e4f7b976_-31c2,648776,104.17,235.52,12.1804,0.0425,N of  Boorowa; NSW.,,,FINL,2012-06-06T10:44:43,ga2012lbbpcw,2012-06-06T11:04:18,-34.3371,148.6977,,,3.18,3.53,,,,,,,,609324,2012-06-05T09:12:10,0.57,12,3.18,ML,0.6947,0.4398,AUST,0.439,9
earthquakes.fid--5708c50e_170e4f7b976_-31c1,649215,210.57,295.78,2.0471,0.0904,Offshore E of Terrigal; NSW.,,,FINL,2012-09-11T09:15:01,ga2012rwxllu,2012-09-11T09:22:55,-33.4493,151.8438,,,3.2,2.95,,,,,,,,647415,2012-09-10T06:23:52,0.02,15,3.2,ML,0.4873,0.0852,AUST,1.0747,10
earthquakes.fid--5708c50e_170e4f7b976_-31c0,652487,149.8,90.42,7.9413,3.9336,Near Singleton; NSW.,,,FINL,2014-10-27T13:16:04,ga2014vcsore,2014-10-27T13:36:26,-32.4451,151.0333,,,3.26,3.03,,,,,,,,1072353,2014-10-26T22:12:40,0.56,13,3.26,ML,5.422,2.7677,AUST,0.5418,9
earthquakes.fid--5708c50e_170e4f7b976_-31bf,650999,181.2,106.08,4.6724,4.6749,Near Singleton; NSW.,,,FINL,2013-11-29T14:20:21,ga2013xlplil,2013-11-29T14:24:39,-32.6173,151.3495,,,3.33,3.28,,,,,,,,848717,2013-11-29T02:11:17,0.79,18,3.33,ML,7.6425,3.3823,AUST,0.7747,10
earthquakes.fid--5708c50e_170e4f7b976_-31be,650571,189.06,265.37,2.1361,0.4885,NW of Maitland; NSW.,,,FINL,2013-08-09T10:45:03,ga2013pnuofo,2013-08-09T10:46:44,-32.6151,151.4801,,,3.36,2.95,,,,,,,,794909,2013-08-08T23:23:33,0.05,15,3.36,ML,0.7354,0.4167,AUST,0.4578,10
earthquakes.fid--5708c50e_170e4f7b976_-31bd,650800,100.74,94.39,0,8.8112,Appin; NSW.,,,FINL,2013-10-26T17:21:04,ga2013ttrxdk,2013-10-26T17:27:07,-34.1717,150.7621,,,3.51,3.14,,,,,,,,831974,2013-10-07T20:15:41,0.66,14,3.51,ML,6.8926,3.2658,AUST,0.6129,10
earthquakes.fid--5708c50e_170e4f7b976_-31bc,648854,70.99,6.33,14.3086,0.3425,N of Boorowa; NSW.,,,FINL,2012-06-25T09:36:15,ga2012mghbkx,2012-06-25T11:17:27,-34.1077,148.6444,,,3.74,3.44,,,,,,,,616503,2012-06-22T09:16:03,0.04,18,3.74,ML,0.5804,0.2831,AUST,0.7322,13
