FID,earthquake_id,azimuthal_gap,azimuth_horizontal_uncertainty,depth,depth_uncertainty,description,epicentral_time,evaluation_mode,evaluation_status,event_creation_time,event_id,event_modification_time,latitude,longitude,mb,md,ml,ms,mw,mww,mwp,mwmwp,minimum_distance,maximum_distance,nearest_station,origin_id,origin_time,origin_time_uncertainty,phase_count,preferred_magnitude,preferred_magnitude_type,max_horizontal_uncertainty,min_horizontal_uncertainty,source,standard_error,station_count,
earthquakes.fid--718ebb5a_177845ae793_5d5e,640371,0,,0.8,,Burakin; WA. Nearest station KLBR. Felt.,,,FINL,2008-04-08T18:00:08,ga2002gheeuy,2009-12-15T11:12:08,-30.519,117.049,,,5.2,,,,,,,,,1908726,2002-03-30T21:15:46,,0,4.6,mwt,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d8d,640538,0,,14.7,,Indian Ocean. Nearest station MORW.,,,FINL,2008-04-08T17:59:03,ga2002loqsak,2009-12-15T11:12:08,-19.46,113.971,,,4.4,,,,,,,,,2142638,2002-06-13T18:46:18,,0,4.4,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d44,640749,0,,5,,Gascoyne Junction WA. Nearest station MEEK. Felt at Gascoyne Junction and Bidgemia Station.,,,FINL,2008-04-08T17:57:24,ga2002tvezgt,2009-12-15T11:12:09,-25.263,115.498,,,4.5,,,,,,,,,2142998,2002-10-08T15:54:52,,0,4.5,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d46,641129,0,,5,,East of Ingham Qld. Nearest station CTA. Felt in Ingham; Cairns and Townsville; Qld.,,,FINL,2008-04-08T07:59:19,ga2003psbhel,2009-12-15T11:12:09,-18.436,147.114,,,4.8,,,,,,,,,2143561,2003-08-11T07:04:29,,0,4.8,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d4b,641250,0,,0,,E of Fitzroy Crossing WA. Nearest station FITZ.,,,FINL,2008-04-08T07:58:00,ga2003xyebru,2009-12-15T11:12:09,-18.225,126.745,,,4.8,,,,,,,,,2143694,2003-12-05T22:26:23,,0,4.8,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d51,641293,0,,0,,SE of Monto QLD. Nearest station RMQ.,,,FINL,2009-04-10T11:16:15,ga2004bcrxwm,2009-12-15T11:12:09,-25.072,151.275,,,4.4,,,,,,,,,2143739,2004-01-16T15:05:56,,0,4.4,ML,,,aust,,0,
earthquakes.fid--718ebb5a_177845ae793_5d3c,641316,0,,12.8,,Mt Redvers NT. Nearest station WB2.,,,FINL,2008-04-08T17:30:48,ga2004cxzgxi,2009-12-15T11:12:09,-22.738,129.871,,,5,,,,,,,,,2143764,2004-02-11T09:17:58,,0,5,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d3f,641317,0,,12.5,,Mt Redvers NT. Nearest station WB2.,,,FINL,2008-04-08T17:30:49,ga2004cxzrvm,2009-12-15T11:12:09,-22.68,129.823,,,5.4,,,,,,,,,2143763,2004-02-11T09:30:39,,0,5.4,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d42,641336,0,,0,,SE of Cocklebiddy WA. Nearest station FORT.,,,FINL,2008-04-08T17:30:59,ga2004enmwfu,2009-12-15T11:12:09,-32.472,127.034,,,4.4,,,,,,,,,2143783,2004-03-05T00:11:29,,0,4.4,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d6f,641620,0,,0,,N of Koorda WA. Nearest station BLDU.,,,FINL,2008-04-08T17:26:00,ga2004xehpdd,2009-12-15T11:12:10,-30.633,117.472,,,4.4,,,,,,,,,2144061,2004-11-24T02:42:59,,0,4.16,mwt,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d93,641791,0,,5,,W of Ernabella SA. Nearest station ASPA.,,,FINL,2008-04-08T17:22:01,ga2005famwje,2009-12-15T11:12:10,-26.155,131.644,,,4.6,,,,,,,,,2144242,2005-03-13T02:09:49,,0,4.6,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d56,641806,0,,10,,NW Marble Bar WA. Nearest station mbWA.,,,FINL,2008-04-08T17:21:15,ga2005fsjpmn,2009-12-15T11:12:10,-21.004,119.61,,,4.4,,,,,,,,,2144264,2005-03-22T19:51:53,,0,4.4,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d97,641902,0,,13.7,,North Flinders SA. Nearest station STKA.,,,FINL,2008-04-08T17:21:08,ga2005jlrdee,2009-12-15T11:12:10,-31,139.153,,,4.5,,,,,,,,,2144355,2005-05-14T19:53:05,,0,4.5,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d76,641912,0,,25.8,,E of Port Hedland WA. Nearest station mbWA.,,,FINL,2008-04-08T17:20:21,ga2005jthoaw,2009-12-15T11:12:10,-20.108,119.374,,,4.6,,,,,,,,,2144365,2005-05-18T23:39:47,,0,4.6,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d6e,641950,0,,7.6,,W of Burakin WA. Nearest station BLDU.,,,FINL,2008-04-08T17:20:40,ga2005lmyqht,2009-12-15T11:12:10,-30.558,117.03,,,4.5,,,,,,,,,2144401,2005-06-12T20:36:44,,0,4.5,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d80,642062,0,,10,,Tennant Creek NT. Nearest station WB2.,,,FINL,2008-04-08T17:19:45,ga2005scigmm,2009-12-15T11:12:10,-19.868,134.102,,,4.4,,,,,,,,,2144516,2005-09-14T05:12:22,,0,4.4,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d98,642323,0,,7.1,,E of Oodnadatta SA. Nearest station BBOO.,,,FINL,2008-04-08T08:05:06,ga2006jijzzp,2009-12-15T11:12:10,-27.657,135.723,,,5.1,,,,,,,,,2144809,2006-05-13T01:04:46,,0,5.1,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d5f,642358,0,,5.5,,Mt Clere WA. Nearest station MEEK.,,,FINL,2008-04-08T08:04:18,ga2006lboghd,2009-12-15T11:12:11,-25.032,117.44,,,4.5,,,,,,,,,2144845,2006-06-06T15:34:09,,0,4.5,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d61,642466,0,,8.5,,SW of Hobart TAS. Nearest station MOO.,,,FINL,2008-04-08T08:03:06,ga2006telhwb,2009-12-15T11:12:11,-44.36,145.01,,,4.4,,,,,,,,,2144964,2006-09-29T12:49:47,,0,4.4,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d35,642544,0,,27,,W of Tasmania. Nearest station TOO.,,,FINL,2008-04-08T08:02:58,ga2006yohogj,2009-12-15T11:12:11,-42.791,143.563,,,4.4,,,,,,,,,2145042,2006-12-14T17:23:05,,0,4.4,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d94,642594,0,,18.5,,Shark Bay WA. Nearest station GIRL.,,,FINL,2008-04-08T15:52:27,ga2007dfuukw,2009-12-10T15:24:41,-25.967,113.276,,,5.3,,,,5.2,,,,,2145093,2007-02-15T15:38:36,,0,5.3,Mwp,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d6c,642782,0,,17.9,,SE of Augusta WA. Nearest station NWAO.,,,FINL,2008-04-08T15:49:42,ga2007qxxmkd,2009-12-10T15:24:41,-35.429,115.942,,,4.6,,,,,,,,,2145286,2007-08-28T15:33:04,,0,4.6,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d62,642809,0,,32.5,,Parachilna area South Australia. Nearest station STKA. Felt.,,,FINL,2008-04-08T15:50:00,ga2007shjsgi,2009-12-10T15:24:41,-31.392,138.523,,,4.8,,,,,,,,,2145310,2007-09-16T23:18:34,,0,4.8,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d75,642835,0,,0,,S of Katanning WA. Nearest station RKGY.,,,FINL,2008-04-08T08:14:25,ga2007txqtbb,2009-12-10T15:24:41,-33.946,117.505,,,4.8,,,,,,,,,2145348,2007-10-09T23:58:40,,0,4.8,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d34,642866,0,,0,,NE of Carnarvon WA. Nearest station GIRL.,,,FINL,2008-04-08T16:23:31,ga2007vyngly,2009-12-10T15:24:41,-23.833,114.933,,,4.4,,,,,,,,,2145384,2007-11-07T19:10:45,,0,4.4,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d1b,642887,0,,24.4,,South East of Cape York. Nearest station COEN.,,,FINL,2008-04-08T08:13:48,ga2007wupqit,2009-12-10T15:24:41,-12.336,143.735,4.8,,4.8,,,,,,,,,2145404,2007-11-19T20:01:01,,0,4.8,mb,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d47,642956,0,,16.4,,S of Hawker SA. Nearest station BBOO.,,,FINL,2008-04-08T08:12:42,ga2007zkesrx,2009-12-10T15:24:41,-32.086,138.383,,,4.7,,,,,,,,,2145511,2007-12-26T15:36:11,,0,4.7,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d6b,643200,0,,17.7,,SW of Carnarvon WA. Nearest station MORW.,,,FINL,2008-04-08T08:09:29,ga2008gjweup,2009-12-10T15:24:41,-27.666,112.332,,,4.4,,,,,,,,,2145904,2008-03-31T08:27:48,,0,4.4,ML,,,,,0,
earthquakes.fid--718ebb5a_177845ae793_5d99,643335,0,,0,,S of Broome WA. Nearest station FITZ.,,,FINL,2009-04-04T11:11:57,ga2008kmalrj,2009-12-10T15:24:42,-18.596,122.323,,,4.7,,,,,,,,,2146041,2008-05-28T04:30:52,,0,4.7,ML,,,aust,,0,
earthquakes.fid--718ebb5a_177845ae793_5d96,643439,0,,1.4,,W of Warburton WA. Nearest station FORT.,,,FINL,2009-04-04T11:12:01,ga2008nmpfma,2009-12-10T15:24:42,-26.034,125.223,,,4.5,,,,,,,,,2146151,2008-07-09T23:45:20,,0,4.5,ML,,,aust,,0,
earthquakes.fid--718ebb5a_177845ae793_5d39,643496,0,,0,,Scott Reef; WA. Nearest station FITZ.,,,FINL,2009-04-04T11:12:04,ga2008owirpq,2009-12-10T15:24:42,-14.55,122.11,,,4.5,,,,,,,,,2146211,2008-07-29T11:09:20,,0,4.5,ML,,,aust,,0,
earthquakes.fid--718ebb5a_177845ae793_5d4d,643905,0,,10,,Northeast of Peterborough; SA. Nearest station STKA.,,,FINL,2009-04-04T11:12:20,ga2009btydgx,2009-12-10T15:24:42,-32.757,139.029,,,4.5,,,,,,,,,2146631,2009-01-26T00:29:19,,0,4.5,ML,,,ade,,0,
earthquakes.fid--718ebb5a_177845ae793_5d3a,643983,0,,2.1,,North of Beacon; WA. Nearest station BLDU.,,,FINL,2009-04-04T11:12:21,ga2009cdtgox,2009-12-10T15:24:42,-30.23,117.784,,,4.6,,,,,,,,,2146658,2009-01-31T08:47:03,,0,3.8,mwh,,,aust,,0,
earthquakes.fid--718ebb5a_177845ae793_5d67,643987,0,,0,,N of Beacon WA. Nearest station KLBR.,,,FINL,2009-04-04T11:12:21,ga2009cdzmvt,2009-12-10T15:24:42,-30.215,117.798,,,4.4,,,,,,,,,2146660,2009-01-31T11:55:21,,0,4.4,ML,,,aust,,0,
earthquakes.fid--718ebb5a_177845ae793_5d7a,644251,0,,0,,N of Beacon WA. Nearest station BLDU.,,,FINL,2009-04-04T11:12:34,ga2009emqkho,2009-12-10T15:24:42,-30.208,117.774,,,4.5,,,,,,,,,2146991,2009-03-05T12:53:51,,0,4,mwh,,,aust,,0,
earthquakes.fid--718ebb5a_177845ae793_5d53,644274,0,,0,,NW of Broome WA. Nearest station FITZ.,,,FINL,2009-04-04T11:12:34,ga2009enpraz,2009-12-10T15:24:43,-16.314,121.252,,,5.1,,,,,,,,,2147003,2009-03-06T01:35:59,,0,5.1,ML,,,aust,,0,
earthquakes.fid--718ebb5a_177845ae793_5d7f,644277,0,,14.8,,N of Korumburra VIC. Nearest station TOO.,,,FINL,2009-04-04T11:12:35,ga2009eogfou,2009-12-10T15:24:43,-38.445,145.839,,,4.6,,,,,,,,,2147009,2009-03-06T09:55:36,,0,4.4,mwt,,,aust,,0,
earthquakes.fid--718ebb5a_177845ae793_5d45,644322,0,,15,,Korumburra VIC. Nearest station TOO.,,,FINL,2009-04-04T11:12:36,ga2009fjybuf,2009-12-10T15:24:43,-38.425,145.822,,,4.6,,,,,,,,,2147059,2009-03-18T05:28:17,,0,4.3,mwt,,,aust,,0,
earthquakes.fid--718ebb5a_177845ae793_5d73,644808,0,,30,37.32,Off South Coast of Australia.,,,FINL,2009-08-07T09:15:18,ga2009piebhl,2009-12-10T09:15:18,-38.945,137.222,,,4.8,,,,,,,,,2147620,2009-08-05T21:43:25,3.94,0,4.8,ML,,,AUST,,0,
earthquakes.fid--718ebb5a_177845ae793_5d90,644832,0,,10,,Off South Coast of Australia.,,,FINL,2009-08-12T15:04:04,ga2009ptsucv,2009-12-10T15:24:44,-38.799,137.4686,,,4.5,,,,,,,,,2147643,2009-08-12T04:56:54,1.01,0,4.5,ML,,,ADE,,0,
earthquakes.fid--718ebb5a_177845ae793_5d5d,645620,78.69,,1.75,,Kalgoorlie; WA.,,,FINL,2010-04-20T10:25:10,ga2010hscssm,2010-08-18T11:54:19,-30.787,121.4892,,,5,,,,,,,,,213827,2010-04-20T00:17:09,,15,4.1,mwh,,,AUST,4.54009642,11,
earthquakes.fid--718ebb5a_177845ae793_5d37,645742,144.86,,15,,NE of Cleve SA.,,,FINL,2010-06-06T08:02:21,ga2010laewrw,2010-06-10T00:00:00,-33.559,136.714,,,4.8,,,,,,,,,229135,2010-06-05T21:47:00,,22,4.8,ML,,,AUST,,20,
earthquakes.fid--718ebb5a_177845ae793_5d6d,646266,60.45,248.71,7.32,0.1206,NW of Bourke; NSW.,,,FINL,2010-10-28T01:25:46,ga2010vdyonz,2010-10-28T10:30:08,-29.438,143.5944,,,4.36,,,,,,,,,287029,2010-10-27T14:18:02,16.32,17,4.36,ML,0.811,0.6402,AUST,1.0435,17,
earthquakes.fid--718ebb5a_177845ae793_5d88,646760,56.83,235.02,0.6,0.0866, Hatches Creek; NT.,,,FINL,2011-02-22T09:14:25,ga2011drhuaj,2011-02-22T11:17:19,-20.9034,135.4195,,,4.4,,,,,,,,,343250,2011-02-21T21:59:36,5.28,19,4.4,ML,0.7339,0.6616,AUST,1.2536,19,
earthquakes.fid--718ebb5a_177845ae793_5d50,646956,153.08,241.85,7.09,0.2603,Near Bowen; QLD.,,,FINL,2011-04-16T15:48:53,ga2011hlefxk,2011-04-18T09:04:04,-20.085,147.7644,,,5.34,,,,,,,,,404917,2011-04-16T05:31:18,7.37,19,5.3,mwt,1.272,0.5961,AUST,0.8995,18,
earthquakes.fid--718ebb5a_177845ae793_5d06,646968,153.42,248.04,30,0.3312,North of Exmouth; WA.,,,FINL,2011-04-18T05:09:18,ga2011hoadou,2011-04-18T13:42:41,-19.8029,113.5252,5.31,,5.51,,,,,,,,,405614,2011-04-17T18:41:20,7.31,11,5.31,mb,1.3244,0.7155,AUST,1.2625,11,
earthquakes.fid--718ebb5a_177845ae793_5d05,647091,80.33,315.96,9.16,0.2739,SW of Newman; WA.,,,FINL,2011-05-21T06:39:10,ga2011jwrvkm,2011-05-23T13:33:31,-23.4596,119.3321,4.52,,4.66,,,,,,,,,421452,2011-05-20T20:03:29,16.02,13,4.52,mb,1.2361,0.7979,AUST,1.3372,13,
earthquakes.fid--718ebb5a_177845ae793_5d69,647270,131.16,3.23,2.26,0,Korumburra; Vic.,,,FINL,2011-07-05T12:14:11,ga2011nbskgr,2011-07-05T12:56:35,-38.412,145.8394,,,4.38,4.3,,,,,,,,438723,2011-07-05T01:32:11,0.05,17,4.38,ML,0.5162,0.1385,AUST,3.8392,14,
earthquakes.fid--718ebb5a_177845ae793_5d91,647354,113.98,,12,,NE of Marble Bar; WA.,,,FINL,2011-07-14T16:03:07,ga2011nsonsu,2011-07-14T17:48:36,-20.8649,120.3563,,,4.47,,,,,,,,,445458,2011-07-14T05:51:36,,15,4.47,ML,,,AUST,,15,
earthquakes.fid--718ebb5a_177845ae793_5d78,648018,135.73,,15,,NE of Exmouth; WA.,,,FINL,2011-12-06T06:24:36,ga2011xxxolw,2011-12-06T10:04:24,-21.5135,114.4155,,,5.08,,,,,,,,,529826,2011-12-05T19:10:00,,19,5.08,ML,,,AUST,,18,
earthquakes.fid--718ebb5a_177845ae793_5d89,648441,79.73,36.58,0,15.8786,Near Ernabella; SA.,,,FINL,2012-06-14T17:45:03,ga2012fvghie,2015-11-30T14:25:20,-26.1242,132.1244,,,5.7,5.51,,,5.4,,,,,612277,2012-03-23T09:25:19,0.4,22,5.1,mwh,5.5266,3.6235,AUST,0.7424,20,
earthquakes.fid--718ebb5a_177845ae793_5d63,648832,121.36,60.03,10,0,SW of Moe; Vic.,,,FINL,2012-06-20T11:55:06,ga2012maxctf,2012-06-22T11:38:14,-38.3043,146.2001,,,5.4,5.21,,,,,,,,614420,2012-06-19T10:53:29,0.24,21,5.14,mwt,4.5349,2.4882,AUST,0.5952,20,
earthquakes.fid-12b1b1e6_17ed84373ff_-2ec0,648960,122.19,62.46,0,0,Near Moe; Vic.,,,FINL,2012-07-23T08:35:02,ga2012ofrgdr,2012-07-23T08:39:06,-38.3068,146.2298,,,4.35,4.07,,,,,,,,627398,2012-07-20T09:11:30,0.31,21,4.32,mwt,4.0134,3.2548,AUST,0.8744,16,
earthquakes.fid--718ebb5a_177845ae793_5d0b,649428,147.81,162.79,39.2974,12.3448,Offshore Bathurst Island; NT.,,,FINL,2012-11-06T10:45:05,ga2012vwsftb,2012-11-06T10:48:43,-11.5463,129.0448,4.49,,4.29,3.58,,,,,,,,672727,2012-11-05T19:31:49,1.4,26,4.49,mb,12.4439,6.1363,AUST,1.0985,22,
earthquakes.fid--718ebb5a_177845ae793_5d8c,650349,61.11,288.09,0,0,Near Ernabella; SA.,,,FINL,2013-06-11T11:45:02,ga2013lgzayw,2015-11-30T14:24:43,-26.11,131.994,,,5.7,5.46,,,5.4,,,,,772797,2013-06-09T14:22:15,0.01,26,5.3,mwh,0.5042,0.3414,AUST,0.8207,26,
earthquakes.fid--718ebb5a_177845ae793_5d5b,651408,99.07,294.96,0.0756,1.1917,W of Kalgoorlie; WA.,,,FINL,2014-02-26T11:41:05,ga2014dyurkb,2014-02-26T11:47:50,-30.6786,121.1872,,,4.57,4.31,,,,,,,,887074,2014-02-26T00:00:07,0.11,19,4.2,mwh,1.1321,0.4704,AUST,0.6686,13,
earthquakes.fid--718ebb5a_177845ae793_5d8f,651716,44.12,4.68,12.6493,5.8127,S of Yunta; SA.,,,FINL,2014-04-30T10:35:08,ga2014ijjknn,2014-04-30T10:53:27,-32.7959,139.5405,,,4.72,4.05,,,,,,,,926931,2014-04-29T09:54:56,0.77,50,4.1,mwh,3.7003,2.265,AUST,0.8786,42,
earthquakes.fid--718ebb5a_177845ae793_5d87,651882,57.39,32.95,12.7111,5.4265,South West of Marree; SA.,,,FINL,2014-06-04T16:39:27,ga2014kwwubq,2014-06-04T17:28:37,-29.8668,137.7095,,,4.64,4.04,,,,,,,,947269,2014-06-04T02:29:09,0.81,29,4.64,ML,3.9926,3.2702,AUST,0.8223,25,
earthquakes.fid--718ebb5a_177845ae793_5d04,652382,93.33,121.11,10,0,Near Port Headland; WA.,,,FINL,2014-10-07T09:30:02,ga2014szdskg,2014-10-07T09:38:47,-20.0995,119.5339,4.61,,4.16,3.97,,,,,,,,1063099,2014-09-26T15:38:16,0.62,19,4.61,mb,7.1979,5.6414,AUST,1.2418,19,
earthquakes.fid--718ebb5a_177845ae793_5d03,652503,87.27,174.11,10,0,Coolgardie; WA.,,,FINL,2014-11-03T09:40:13,ga2014vlriii,2014-11-03T10:06:11,-30.8146,121.2319,4.48,,4.22,3.72,,,,,,,,1075037,2014-10-31T19:15:25,0.34,27,4.48,mb,4.5169,2.9697,AUST,1.2716,21,
earthquakes.fid--718ebb5a_177845ae793_5d7e,652910,149.72,69.72,12.5,0,Near Eidsvold; QLD.,,,FINL,2015-02-16T08:16:03,ga2015dfvkkl,2015-08-27T11:21:54,-25.1459,151.4361,,,5.17,,,,,,,,,1120700,2015-02-15T15:57:09,0.35,40,4.8,mwh,3.771,3.0764,AUST,0.9551,32,
earthquakes.fid--718ebb5a_177845ae793_5d58,653884,153.85,67.23,13,0,Offshore E of Fraser Island; QLD (GA revised 3D corrections).,,,FINL,2015-07-30T10:25:04,ga2015ovlxbt,2015-08-11T15:06:49,-25.353,154.411,,,5.28,,,,5.4,,,,,1188775,2015-07-29T23:41:43,0.95,25,5.4,Mwp,10.8723,7.1643,AUST,0.711,21,
earthquakes.fid--718ebb5a_177845ae793_5d81,653896,121.2,79.52,13,0,Offshore E of Fraser Island; QLD (GA revised 3D corrections).,,,FINL,2015-08-03T09:05:03,ga2015ozlfce,2015-08-14T12:48:25,-25.383,154.433,,,,,,,5.3,,,,,1190036,2015-08-01T03:38:45,0.99,20,5.3,Mwp,13.2758,9.5412,AUST,0.8237,19,
earthquakes.fid--718ebb5a_177845ae793_5d02,653898,170.16,69.01,30,0,Offshore E of Fraser Island; QLD.,,,FINL,2015-08-03T10:50:52,ga2015oznlkq,2015-08-03T10:52:34,-25.3761,154.2735,5.11,,,,,,,,,,,1190110,2015-08-01T04:46:26,0.78,40,5.11,mb,10.3891,5.5789,AUST,0.8225,37,
earthquakes.fid--718ebb5a_177845ae793_5d01,654063,93.99,46.24,10,0,W of King Island; Tasmania.,,,FINL,2015-09-17T13:55:03,ga2015shqobo,2015-09-17T14:02:26,-39.8392,142.4188,4.8,,4.56,4.78,,,,,,,,1207016,2015-09-17T02:44:55,0.49,35,4.8,mb,8.1147,5.3088,AUST,0.6332,35,
earthquakes.fid--718ebb5a_177845ae793_5d7c,654129,71.74,140.17,0,0,Coastal Broome; Offshore WA.,,,FINL,2015-10-08T08:50:52,ga2015ttsjqh,2015-10-08T09:12:47,-17.1917,121.8877,,,4.45,4,,,,,,,,1215579,2015-10-07T20:30:11,0.67,25,4.45,ML,10.125,9.0889,AUST,1.0715,25,
earthquakes.fid--718ebb5a_177845ae793_5d00,654141,86.87,117.2,13.286,27.0419,Pilbara; WA.,,,FINL,2015-10-14T09:00:52,ga2015udrskb,2015-10-14T09:22:57,-22.5689,120.7514,4.44,,4.44,4,,,,,,,,1217974,2015-10-13T06:54:56,3.84,23,4,mwh,9.8241,7.7274,AUST,0.8792,22,
earthquakes.fid--718ebb5a_177845ae793_5cff,654899,91.68,95.37,0,0,Offshore NW Australia; Indian Ocean.,,,FINL,2016-05-11T07:35:10,ga2016jfjuef,2016-05-11T08:53:10,-16.3973,118.6896,5.29,,5.08,4.5,,,,,,,,1311851,2016-05-10T09:44:35,0.7,22,5.29,mb,12.0506,9.0019,AUST,1.1291,22,
earthquakes.fid--718ebb5a_177845ae793_5d83,654933,65.23,30.05,0,0,Petermann Ranges; NT. (Reported felt).,,,FINL,2016-05-23T10:40:53,ga2016jyjxze,2016-05-23T14:41:53,-25.5792,129.8322,,,6.14,6.38,,,6.1,,,,,1316703,2016-05-20T18:14:02,0.58,26,6.1,Mwp,8.7687,6.1162,AUST,1.0392,23,
earthquakes.fid--718ebb5a_177845ae793_5d65,655008,150.74,169.67,0,0,SE of Norseman; WA. (Reported felt).,,,FINL,2016-05-30T09:40:49,ga2016kmwiau,2016-07-22T14:56:33,-32.4966,122.4661,,,4.95,4.69,,,,,,,,1319809,2016-05-28T15:30:26,1.09,17,4.95,ML,18.1098,9.6271,AUST,1.041,15,
earthquakes.fid--718ebb5a_177845ae793_5d72,655009,136.72,169.19,0,0,SE of Norseman; WA. (Reported felt).,,,FINL,2016-05-30T11:11:19,ga2016kmyoxb,2016-07-22T14:53:09,-32.4599,122.4381,,,5.1,,,,,,,,,1319880,2016-05-28T16:38:44,0.84,17,5.1,ML,15.9516,7.2255,AQUST,0.9633,15,
earthquakes.fid--718ebb5a_177845ae793_5d82,655106,178.21,55.24,10,0,West of Kangaroo Island; SA. ( Reported felt).,,,FINL,2016-06-20T11:31:04,ga2016maffzo,2016-06-20T13:24:23,-35.9162,136.4501,,,4.5,,,,,,,,,1329098,2016-06-19T01:54:09,0.91,29,4.5,ML,11.7736,5.6201,AUST,0.6787,25,
earthquakes.fid--718ebb5a_177845ae793_5d70,655183,129.78,171.41,0,0,E of Norseman; WA. (Reported felt). ,,,FINL,2016-07-11T09:40:57,ga2016njrmwh,2016-07-22T11:55:27,-32.4576,122.5108,,,5.59,5.02,,,,,,,,1337714,2016-07-08T09:40:50,0.8,17,5.59,ML,16.0105,8.8094,aust,0.7016,16,
