X_CENTROID,Y_CENTROID,SEARCH_RAD,NEQS,BVAL,N0,MIN_MC
110.0,-45.0,1443.0,50,0.571,112.014,3.5
110.0,-44.0,1387.5,55,0.608,168.045,3.5
110.0,-43.0,1276.5,52,0.586,131.893,3.5
110.0,-42.0,1221.0,52,0.623,179.515,3.5
110.0,-41.0,1165.5,52,0.663,249.229,3.5
110.0,-40.0,1110.0,51,0.654,227.438,3.5
110.0,-39.0,1054.5,51,0.665,249.637,3.5
110.0,-38.0,1054.5,51,0.665,249.637,3.5
110.0,-37.0,1054.5,66,0.798,958.712,3.5
110.0,-36.0,943.5,52,0.745,490.911,3.5
110.0,-35.0,888.0,59,0.783,758.822,3.5
110.0,-34.0,832.5,59,0.782,748.343,3.5
110.0,-33.0,777.0,53,0.784,683.989,3.5
110.0,-32.0,777.0,63,0.868,1611.836,3.5
110.0,-31.0,777.0,69,0.880,1941.686,3.5
110.0,-30.0,777.0,71,0.836,1402.398,3.5
110.0,-29.0,721.5,52,0.987,3445.654,3.5
110.0,-28.0,666.0,50,1.132,10627.576,3.5
110.0,-27.0,666.0,61,1.062,7392.995,3.5
110.0,-26.0,610.5,59,1.049,6451.862,3.5
110.0,-25.0,555.0,51,1.064,6277.761,3.5
110.0,-24.0,555.0,52,0.983,3355.178,3.5
110.0,-23.0,555.0,56,0.957,2921.579,3.5
110.0,-22.0,555.0,60,0.899,1965.784,3.5
110.0,-21.0,555.0,51,0.814,838.408,3.5
110.0,-20.0,666.0,67,0.882,1918.244,3.5
110.0,-19.0,721.5,60,0.858,1407.197,3.5
110.0,-18.0,777.0,57,0.808,895.239,3.5
110.0,-17.0,832.5,56,0.809,885.609,3.5
110.0,-16.0,888.0,53,0.769,605.553,3.5
110.0,-15.0,999.0,64,0.840,1298.978,3.5
110.0,-14.0,1054.5,57,0.765,631.538,3.5
110.0,-13.0,1165.5,73,0.789,984.198,3.5
110.0,-12.0,1221.0,65,0.753,653.900,3.5
110.0,-11.0,1276.5,53,0.748,508.812,3.5
110.0,-10.0,1387.5,70,0.766,782.310,3.5
110.0,-9.0,1443.0,58,0.736,508.487,3.5
110.0,-8.0,1498.5,56,0.729,462.889,3.5
110.0,-7.0,1609.5,68,0.744,635.527,3.5
111.0,-45.0,1443.0,57,0.612,179.087,3.5
111.0,-44.0,1332.0,54,0.606,161.811,3.5
111.0,-43.0,1221.0,53,0.599,149.746,3.5
111.0,-42.0,1165.5,53,0.640,211.285,3.5
111.0,-41.0,1110.0,52,0.660,243.578,3.5
111.0,-40.0,1054.5,52,0.663,249.229,3.5
111.0,-39.0,999.0,51,0.665,249.637,3.5
111.0,-38.0,999.0,55,0.672,283.574,3.5
111.0,-37.0,943.5,50,0.743,462.445,3.5
111.0,-36.0,888.0,55,0.733,470.424,3.5
111.0,-35.0,832.5,61,0.784,790.852,3.5
111.0,-34.0,777.0,65,0.804,987.058,3.5
111.0,-33.0,721.5,66,0.811,1065.417,3.5
111.0,-32.0,721.5,69,0.890,2098.941,3.5
111.0,-31.0,666.0,52,0.794,729.581,3.5
111.0,-30.0,666.0,57,0.828,1048.514,3.5
111.0,-29.0,666.0,59,0.950,2902.210,3.5
111.0,-28.0,610.5,51,1.052,5698.314,3.5
111.0,-27.0,555.0,50,1.195,17501.277,3.5
111.0,-26.0,555.0,64,1.064,7869.921,3.5
111.0,-25.0,499.5,53,0.997,3828.518,3.5
111.0,-24.0,499.5,56,0.984,3620.117,3.5
111.0,-23.0,499.5,63,0.932,2694.778,3.5
111.0,-22.0,444.0,51,0.901,1694.876,3.5
111.0,-21.0,499.5,54,0.847,1160.156,3.5
111.0,-20.0,555.0,50,0.781,630.857,3.5
111.0,-19.0,610.5,54,0.817,910.512,3.5
111.0,-18.0,721.5,62,0.856,1437.027,3.5
111.0,-17.0,777.0,59,0.814,971.073,3.5
111.0,-16.0,832.5,54,0.783,694.694,3.5
111.0,-15.0,888.0,51,0.763,557.367,3.5
111.0,-14.0,999.0,62,0.779,770.423,3.5
111.0,-13.0,1054.5,52,0.769,594.640,3.5
111.0,-12.0,1165.5,70,0.836,1376.871,3.5
111.0,-11.0,1221.0,64,0.787,844.462,3.5
111.0,-10.0,1276.5,53,0.736,461.703,3.5
111.0,-9.0,1387.5,72,0.756,737.874,3.5
111.0,-8.0,1443.0,60,0.721,464.937,3.5
111.0,-7.0,1498.5,51,0.816,853.230,3.5
112.0,-45.0,1387.5,53,0.584,132.422,3.5
112.0,-44.0,1332.0,60,0.624,209.595,3.5
112.0,-43.0,1221.0,57,0.621,192.979,3.5
112.0,-42.0,1110.0,53,0.601,152.666,3.5
112.0,-41.0,1054.5,51,0.647,214.865,3.5
112.0,-40.0,999.0,51,0.654,227.438,3.5
112.0,-39.0,943.5,52,0.674,273.633,3.5
112.0,-38.0,943.5,55,0.673,286.754,3.5
112.0,-37.0,943.5,69,0.788,919.556,3.5
112.0,-36.0,832.5,58,0.733,495.972,3.5
112.0,-35.0,777.0,63,0.799,915.700,3.5
112.0,-34.0,666.0,51,0.760,540.666,3.5
112.0,-33.0,666.0,66,0.805,1010.197,3.5
112.0,-32.0,610.5,57,0.846,1217.671,3.5
112.0,-31.0,610.5,60,0.881,1700.164,3.5
112.0,-30.0,610.5,63,0.810,1008.585,3.5
112.0,-29.0,610.5,65,0.901,2169.648,3.5
112.0,-28.0,388.5,64,0.922,866.337,3.05
112.0,-27.0,333.0,66,1.084,2995.138,3.05
112.0,-26.0,277.5,58,0.963,1160.775,3.05
112.0,-25.0,277.5,74,1.073,3292.779,3.05
112.0,-24.0,222.0,56,1.099,3050.613,3.05
112.0,-23.0,277.5,78,1.262,13290.859,3.05
112.0,-22.0,333.0,91,1.070,3867.226,3.05
112.0,-21.0,333.0,73,0.885,851.473,3.05
112.0,-20.0,499.5,54,0.821,941.496,3.5
112.0,-19.0,444.0,55,0.735,221.516,3.05
112.0,-18.0,555.0,75,0.803,472.060,3.05
112.0,-17.0,721.5,61,0.830,1148.762,3.5
112.0,-16.0,777.0,56,0.831,1058.060,3.5
112.0,-15.0,832.5,53,0.826,965.743,3.5
112.0,-14.0,943.5,72,0.871,1880.231,3.5
112.0,-13.0,999.0,61,0.776,739.718,3.5
112.0,-12.0,1110.0,79,0.843,1647.193,3.5
112.0,-11.0,1165.5,75,0.795,1063.314,3.5
112.0,-10.0,1221.0,61,0.718,459.258,3.5
112.0,-9.0,1276.5,52,0.784,673.294,3.5
112.0,-8.0,1387.5,67,0.803,1006.953,3.5
112.0,-7.0,1443.0,56,0.831,1058.060,3.5
113.0,-45.0,1387.5,55,0.599,155.888,3.5
113.0,-44.0,1276.5,55,0.599,155.888,3.5
113.0,-43.0,1165.5,52,0.593,139.706,3.5
113.0,-42.0,1054.5,50,0.585,125.858,3.5
113.0,-41.0,999.0,50,0.640,198.013,3.5
113.0,-40.0,943.5,51,0.654,227.438,3.5
113.0,-39.0,888.0,51,0.654,227.438,3.5
113.0,-38.0,888.0,56,0.680,308.830,3.5
113.0,-37.0,888.0,69,0.786,908.557,3.5
113.0,-36.0,777.0,57,0.731,479.339,3.5
113.0,-35.0,721.5,66,0.805,1010.197,3.5
113.0,-34.0,610.5,52,0.720,399.009,3.5
113.0,-33.0,610.5,62,0.864,1533.522,3.5
113.0,-32.0,555.0,61,0.848,1322.223,3.5
113.0,-31.0,555.0,63,0.907,2195.299,3.5
113.0,-30.0,555.0,67,0.886,1980.659,3.5
113.0,-29.0,555.0,75,0.930,3159.152,3.5
113.0,-28.0,333.0,56,0.994,1261.425,3.05
113.0,-27.0,277.5,53,1.148,3690.506,3.05
113.0,-26.0,277.5,76,1.098,3931.236,3.05
113.0,-25.0,222.0,60,0.985,1437.755,3.05
113.0,-24.0,222.0,73,1.184,7114.897,3.05
113.0,-23.0,222.0,80,1.324,20542.250,3.05
113.0,-22.0,222.0,50,1.304,11144.129,3.05
113.0,-21.0,277.5,71,0.947,1286.572,3.05
113.0,-20.0,333.0,69,0.779,367.965,3.05
113.0,-19.0,388.5,57,0.717,198.595,3.05
113.0,-18.0,499.5,80,0.813,538.038,3.05
113.0,-17.0,555.0,70,0.743,284.735,3.05
113.0,-16.0,721.5,62,0.860,1484.236,3.5
113.0,-15.0,777.0,57,0.802,855.111,3.5
113.0,-14.0,832.5,53,0.741,481.153,3.5
113.0,-13.0,943.5,68,0.787,897.925,3.5
113.0,-12.0,999.0,60,0.751,592.005,3.5
113.0,-11.0,1110.0,78,0.802,1168.787,3.5
113.0,-10.0,1165.5,69,0.776,836.249,3.5
113.0,-9.0,1221.0,58,0.804,878.128,3.5
113.0,-8.0,1332.0,73,0.822,1279.828,3.5
113.0,-7.0,1387.5,63,0.825,1130.705,3.5
114.0,-45.0,1332.0,51,0.581,124.002,3.5
114.0,-44.0,1221.0,50,0.576,116.403,3.5
114.0,-43.0,1165.5,57,0.610,177.443,3.5
114.0,-42.0,1054.5,51,0.604,151.021,3.5
114.0,-41.0,999.0,57,0.635,216.556,3.5
114.0,-40.0,888.0,50,0.665,244.222,3.5
114.0,-39.0,832.5,51,0.654,227.438,3.5
114.0,-38.0,832.5,57,0.688,335.900,3.5
114.0,-37.0,777.0,51,0.762,548.932,3.5
114.0,-36.0,721.5,53,0.739,474.551,3.5
114.0,-35.0,666.0,61,0.791,835.190,3.5
114.0,-34.0,555.0,51,0.754,516.836,3.5
114.0,-33.0,499.5,53,0.804,802.201,3.5
114.0,-32.0,499.5,62,0.856,1437.027,3.5
114.0,-31.0,499.5,63,0.978,3888.830,3.5
114.0,-30.0,444.0,53,0.956,2745.914,3.5
114.0,-29.0,499.5,62,0.883,1784.244,3.5
114.0,-28.0,333.0,59,1.027,1659.408,3.05
114.0,-27.0,333.0,93,1.097,4250.370,3.05
114.0,-26.0,277.5,85,1.131,5183.019,3.05
114.0,-25.0,222.0,63,1.092,3079.108,3.05
114.0,-24.0,222.0,84,1.160,6822.790,3.05
114.0,-23.0,166.5,50,1.277,9386.667,3.05
114.0,-22.0,222.0,68,1.202,7406.794,3.05
114.0,-21.0,222.0,52,0.926,795.545,3.05
114.0,-20.0,277.5,55,0.733,206.017,3.05
114.0,-19.0,333.0,53,0.698,149.828,3.05
114.0,-18.0,388.5,53,0.751,225.334,3.05
114.0,-17.0,499.5,75,0.746,308.866,3.05
114.0,-16.0,666.0,68,0.880,1914.845,3.5
114.0,-15.0,721.5,65,0.849,1427.102,3.5
114.0,-14.0,777.0,63,0.795,891.260,3.5
114.0,-13.0,888.0,77,0.841,1575.618,3.5
114.0,-12.0,943.5,68,0.830,1272.282,3.5
114.0,-11.0,999.0,54,0.753,541.833,3.5
114.0,-10.0,1110.0,76,0.810,1216.930,3.5
114.0,-9.0,1165.5,62,0.817,1043.162,3.5
114.0,-8.0,1221.0,55,0.820,950.185,3.5
114.0,-7.0,1332.0,60,0.834,1159.184,3.5
115.0,-45.0,1276.5,50,0.585,125.858,3.5
115.0,-44.0,1221.0,54,0.606,161.811,3.5
115.0,-43.0,1110.0,53,0.601,152.666,3.5
115.0,-42.0,1054.5,55,0.619,183.234,3.5
115.0,-41.0,943.5,52,0.618,172.238,3.5
115.0,-40.0,888.0,54,0.700,351.886,3.5
115.0,-39.0,832.5,54,0.662,257.166,3.5
115.0,-38.0,777.0,55,0.707,379.476,3.5
115.0,-37.0,777.0,61,0.757,633.696,3.5
115.0,-36.0,666.0,52,0.722,404.390,3.5
115.0,-35.0,610.5,62,0.773,731.376,3.5
115.0,-34.0,555.0,65,0.842,1344.414,3.5
115.0,-33.0,444.0,51,0.869,1316.170,3.5
115.0,-32.0,444.0,59,0.934,2557.746,3.5
115.0,-31.0,444.0,54,0.985,3532.534,3.5
115.0,-30.0,444.0,58,0.895,1841.831,3.5
115.0,-29.0,444.0,54,0.817,910.512,3.5
115.0,-28.0,333.0,63,1.269,9797.766,3.05
115.0,-27.0,277.5,58,1.055,1905.615,3.05
115.0,-26.0,277.5,79,1.015,1958.279,3.05
115.0,-25.0,222.0,58,1.101,2693.885,3.05
115.0,-24.0,222.0,63,0.961,1169.630,3.05
115.0,-23.0,222.0,68,1.222,8234.988,3.05
115.0,-22.0,222.0,69,1.228,8738.699,3.05
115.0,-21.0,222.0,56,1.043,1900.347,3.05
115.0,-20.0,277.5,73,0.846,624.968,3.05
115.0,-19.0,277.5,53,0.867,509.663,3.05
115.0,-18.0,388.5,77,0.840,616.379,3.05
115.0,-17.0,444.0,68,0.809,421.568,3.05
115.0,-16.0,499.5,51,0.689,137.853,3.05
115.0,-15.0,666.0,64,0.831,1206.698,3.5
115.0,-14.0,721.5,57,0.826,1031.689,3.5
115.0,-13.0,777.0,52,0.821,908.388,3.5
115.0,-12.0,888.0,77,0.811,1240.606,3.5
115.0,-11.0,943.5,59,0.818,1001.017,3.5
115.0,-10.0,999.0,52,0.817,877.351,3.5
115.0,-9.0,1110.0,60,0.813,980.355,3.5
115.0,-8.0,1165.5,58,0.824,1039.923,3.5
115.0,-7.0,1276.5,61,0.834,1184.574,3.5
116.0,-45.0,1276.5,51,0.589,132.692,3.5
116.0,-44.0,1165.5,50,0.585,125.858,3.5
116.0,-43.0,1110.0,54,0.606,161.811,3.5
116.0,-42.0,999.0,54,0.606,161.811,3.5
116.0,-41.0,943.5,56,0.648,238.755,3.5
116.0,-40.0,832.5,52,0.689,308.758,3.5
116.0,-39.0,777.0,50,0.675,265.998,3.5
116.0,-38.0,777.0,58,0.699,373.216,3.5
116.0,-37.0,721.5,54,0.755,549.512,3.5
116.0,-36.0,666.0,61,0.767,683.989,3.5
116.0,-35.0,277.5,54,1.116,1424.355,3.0
116.0,-34.0,222.0,54,1.151,1848.514,3.0
116.0,-33.0,222.0,89,1.066,1689.179,3.0
116.0,-32.0,222.0,134,0.998,1746.277,3.0
116.0,-31.0,166.5,82,1.025,1385.073,3.0
116.0,-30.0,222.0,149,1.058,3114.650,3.0
116.0,-29.0,444.0,53,0.884,1543.244,3.5
116.0,-28.0,333.0,69,1.212,6935.166,3.05
116.0,-27.0,277.5,63,1.189,5254.951,3.05
116.0,-26.0,222.0,57,1.001,1293.773,3.05
116.0,-25.0,222.0,66,1.016,1567.409,3.05
116.0,-24.0,222.0,53,0.974,1069.278,3.05
116.0,-23.0,277.5,77,1.058,2878.106,3.05
116.0,-22.0,277.5,80,1.128,4854.248,3.05
116.0,-21.0,277.5,72,1.046,2478.245,3.05
116.0,-20.0,277.5,69,0.926,1043.028,3.05
116.0,-19.0,277.5,61,1.051,2219.213,3.05
116.0,-18.0,333.0,57,0.945,924.753,3.05
116.0,-17.0,388.5,50,0.803,300.865,3.05
116.0,-16.0,499.5,89,0.785,485.207,3.05
116.0,-15.0,610.5,62,0.841,1266.900,3.5
116.0,-14.0,666.0,54,0.867,1370.349,3.5
116.0,-13.0,777.0,76,0.834,1474.366,3.5
116.0,-12.0,832.5,74,0.825,1337.053,3.5
116.0,-11.0,888.0,61,0.775,730.022,3.5
116.0,-10.0,943.5,58,0.828,1073.500,3.5
116.0,-9.0,999.0,53,0.867,1343.526,3.5
116.0,-8.0,1110.0,55,0.875,1478.424,3.5
116.0,-7.0,1221.0,58,0.819,992.121,3.5
117.0,-45.0,1276.5,50,0.618,166.091,3.5
117.0,-44.0,1221.0,58,0.628,209.328,3.5
117.0,-43.0,1110.0,58,0.628,209.328,3.5
117.0,-42.0,999.0,54,0.606,161.811,3.5
117.0,-41.0,943.5,57,0.621,192.979,3.5
117.0,-40.0,832.5,53,0.628,190.228,3.5
117.0,-39.0,777.0,54,0.697,343.428,3.5
117.0,-38.0,721.5,55,0.738,489.386,3.5
117.0,-37.0,721.5,64,0.731,534.944,3.5
117.0,-36.0,666.0,69,0.809,1093.934,3.5
117.0,-35.0,277.5,102,1.330,12052.335,3.0
117.0,-34.0,166.5,60,1.275,4611.472,3.0
117.0,-33.0,166.5,81,1.072,1552.063,3.0
117.0,-32.0,166.5,104,0.935,839.370,3.0
117.0,-31.0,166.5,210,1.036,3511.345,3.0
117.0,-30.0,166.5,145,1.066,3137.046,3.0
117.0,-29.0,444.0,54,0.907,1887.354,3.5
117.0,-28.0,333.0,67,1.199,6432.893,3.05
117.0,-27.0,277.5,61,1.147,3897.587,3.05
117.0,-26.0,222.0,53,1.013,1291.812,3.05
117.0,-25.0,222.0,57,1.055,1739.909,3.05
117.0,-24.0,277.5,72,0.974,1276.032,3.05
117.0,-23.0,333.0,102,0.966,1908.856,3.05
117.0,-22.0,333.0,90,1.037,2760.903,3.05
117.0,-21.0,277.5,64,1.037,2083.423,3.05
117.0,-20.0,222.0,51,1.038,1683.157,3.05
117.0,-19.0,277.5,76,0.958,1368.987,3.05
117.0,-18.0,277.5,54,0.941,861.285,3.05
117.0,-17.0,333.0,59,0.890,675.969,3.05
117.0,-16.0,444.0,79,0.859,726.527,3.05
117.0,-15.0,499.5,82,0.744,338.691,3.05
117.0,-14.0,610.5,59,0.821,1032.199,3.5
117.0,-13.0,666.0,56,0.755,571.302,3.5
117.0,-12.0,721.5,55,0.804,835.203,3.5
117.0,-11.0,777.0,53,0.816,886.396,3.5
117.0,-10.0,888.0,60,0.817,1009.999,3.5
117.0,-9.0,943.5,53,0.860,1268.394,3.5
117.0,-8.0,1054.5,55,0.872,1450.662,3.5
117.0,-7.0,1165.5,56,0.875,1505.304,3.5
118.0,-45.0,1332.0,59,0.620,199.112,3.5
118.0,-44.0,1221.0,56,0.639,220.085,3.5
118.0,-43.0,1110.0,54,0.642,218.753,3.5
118.0,-42.0,999.0,54,0.642,218.753,3.5
118.0,-41.0,888.0,52,0.641,208.365,3.5
118.0,-40.0,832.5,56,0.645,231.519,3.5
118.0,-39.0,721.5,50,0.713,363.287,3.5
118.0,-38.0,721.5,52,0.751,512.575,3.5
118.0,-37.0,721.5,75,0.761,802.849,3.5
118.0,-36.0,666.0,76,0.827,1386.742,3.5
118.0,-35.0,222.0,60,1.311,6397.556,3.0
118.0,-34.0,166.5,81,1.302,7569.552,3.0
118.0,-33.0,166.5,85,1.346,10835.422,3.0
118.0,-32.0,166.5,85,0.984,853.067,3.0
118.0,-31.0,166.5,170,1.086,3759.583,3.0
118.0,-30.0,166.5,119,1.175,4912.168,3.0
118.0,-29.0,444.0,59,0.883,1703.878,3.5
118.0,-28.0,333.0,77,1.395,28533.887,3.05
118.0,-27.0,333.0,75,1.236,8497.379,3.05
118.0,-26.0,277.5,55,1.104,2581.391,3.05
118.0,-25.0,277.5,54,1.146,3320.899,3.05
118.0,-24.0,333.0,71,1.055,2237.026,3.05
118.0,-23.0,333.0,60,0.972,1033.849,3.05
118.0,-22.0,333.0,88,0.918,1221.201,3.05
118.0,-21.0,277.5,61,0.986,1395.619,3.05
118.0,-20.0,277.5,86,0.893,976.952,3.05
118.0,-19.0,222.0,60,0.898,727.979,3.05
118.0,-18.0,222.0,52,0.915,703.338,3.05
118.0,-17.0,277.5,52,0.830,390.211,3.05
118.0,-16.0,388.5,76,0.781,403.377,3.05
118.0,-15.0,444.0,71,0.735,280.082,3.05
118.0,-14.0,555.0,56,0.753,563.595,3.5
118.0,-13.0,610.5,56,0.785,726.730,3.5
118.0,-12.0,666.0,54,0.805,825.314,3.5
118.0,-11.0,721.5,53,0.812,857.080,3.5
118.0,-10.0,832.5,56,0.823,990.581,3.5
118.0,-9.0,888.0,51,0.845,1081.890,3.5
118.0,-8.0,999.0,51,0.845,1081.890,3.5
118.0,-7.0,1110.0,52,0.841,1067.623,3.5
119.0,-45.0,1332.0,56,0.639,220.085,3.5
119.0,-44.0,1221.0,55,0.633,206.379,3.5
119.0,-43.0,1110.0,55,0.633,206.379,3.5
119.0,-42.0,999.0,55,0.633,206.379,3.5
119.0,-41.0,888.0,54,0.635,205.493,3.5
119.0,-40.0,777.0,52,0.642,210.651,3.5
119.0,-39.0,721.5,53,0.660,248.959,3.5
119.0,-38.0,721.5,55,0.772,645.769,3.5
119.0,-37.0,721.5,73,0.785,951.177,3.5
119.0,-36.0,610.5,51,0.872,1343.167,3.5
119.0,-35.0,555.0,61,0.856,1410.501,3.5
119.0,-34.0,499.5,78,0.892,2404.664,3.5
119.0,-33.0,388.5,65,0.867,1639.404,3.5
119.0,-32.0,333.0,61,0.917,2313.113,3.5
119.0,-31.0,333.0,55,0.947,2650.204,3.5
119.0,-30.0,333.0,50,0.918,1914.991,3.5
119.0,-29.0,444.0,57,0.866,1424.985,3.5
119.0,-28.0,388.5,124,1.336,30361.129,3.05
119.0,-27.0,388.5,67,1.140,3786.397,3.05
119.0,-26.0,333.0,50,1.149,2906.728,3.05
119.0,-25.0,333.0,57,1.281,9069.063,3.05
119.0,-24.0,333.0,53,0.984,1000.717,3.05
119.0,-23.0,333.0,50,0.884,501.056,3.05
119.0,-22.0,277.5,63,0.885,688.770,3.05
119.0,-21.0,277.5,74,0.883,801.921,3.05
119.0,-20.0,277.5,93,0.829,694.086,3.05
119.0,-19.0,222.0,61,0.882,676.830,3.05
119.0,-18.0,222.0,51,0.906,656.963,3.05
119.0,-17.0,277.5,61,0.725,213.285,3.05
119.0,-16.0,333.0,66,0.750,289.838,3.05
119.0,-15.0,388.5,58,0.726,215.813,3.05
119.0,-14.0,444.0,64,0.621,111.352,3.05
119.0,-13.0,499.5,50,0.804,759.276,3.5
119.0,-12.0,610.5,55,0.792,760.817,3.5
119.0,-11.0,666.0,50,0.852,1119.556,3.5
119.0,-10.0,777.0,51,0.852,1145.929,3.5
119.0,-9.0,888.0,54,0.842,1119.346,3.5
119.0,-8.0,999.0,55,0.839,1106.078,3.5
119.0,-7.0,1054.5,50,0.859,1188.448,3.5
120.0,-45.0,1332.0,55,0.633,206.379,3.5
120.0,-44.0,1221.0,55,0.633,206.379,3.5
120.0,-43.0,1110.0,53,0.615,171.822,3.5
120.0,-42.0,999.0,52,0.608,158.792,3.5
120.0,-41.0,888.0,50,0.601,143.440,3.5
120.0,-40.0,832.5,56,0.640,222.312,3.5
120.0,-39.0,777.0,57,0.665,279.179,3.5
120.0,-38.0,721.5,58,0.694,360.817,3.5
120.0,-37.0,666.0,51,0.783,652.003,3.5
120.0,-36.0,388.5,58,1.326,13832.463,3.05
120.0,-35.0,333.0,69,1.455,41292.395,3.05
120.0,-34.0,277.5,59,1.445,31404.752,3.05
120.0,-33.0,277.5,82,1.357,22829.154,3.05
120.0,-32.0,277.5,121,1.353,32020.175,3.05
120.0,-31.0,222.0,71,1.482,46589.594,3.05
120.0,-30.0,222.0,50,1.465,31708.757,3.05
120.0,-29.0,333.0,110,1.614,193764.788,3.05
120.0,-28.0,388.5,64,1.599,102525.888,3.05
120.0,-27.0,444.0,68,1.047,1996.565,3.05
120.0,-26.0,388.5,53,1.319,10746.784,3.05
120.0,-25.0,388.5,58,1.132,3086.350,3.05
120.0,-24.0,388.5,68,1.041,2094.275,3.05
120.0,-23.0,333.0,63,0.948,1042.191,3.05
120.0,-22.0,222.0,54,1.026,1618.941,3.05
120.0,-21.0,222.0,57,0.966,1100.660,3.05
120.0,-20.0,222.0,51,0.834,408.970,3.05
120.0,-19.0,222.0,54,1.021,1690.134,3.05
120.0,-18.0,222.0,56,0.835,463.789,3.05
120.0,-17.0,277.5,74,0.829,576.059,3.05
120.0,-16.0,333.0,70,0.819,515.367,3.05
120.0,-15.0,388.5,73,0.738,298.469,3.05
120.0,-14.0,388.5,72,0.675,183.498,3.05
120.0,-13.0,499.5,51,0.812,823.927,3.5
120.0,-12.0,555.0,50,0.888,1494.882,3.5
120.0,-11.0,666.0,52,0.877,1426.272,3.5
120.0,-10.0,777.0,54,0.847,1160.156,3.5
120.0,-9.0,832.5,51,0.860,1215.088,3.5
120.0,-8.0,943.5,53,0.855,1221.373,3.5
120.0,-7.0,1054.5,56,0.863,1373.003,3.5
121.0,-45.0,1332.0,53,0.615,171.822,3.5
121.0,-44.0,1221.0,51,0.600,145.052,3.5
121.0,-43.0,1110.0,51,0.600,145.052,3.5
121.0,-42.0,999.0,50,0.604,147.940,3.5
121.0,-41.0,943.5,55,0.632,204.310,3.5
121.0,-40.0,832.5,50,0.616,162.585,3.5
121.0,-39.0,777.0,52,0.660,243.578,3.5
121.0,-38.0,721.5,61,0.692,373.003,3.5
121.0,-37.0,721.5,69,0.776,836.249,3.5
121.0,-36.0,388.5,50,1.377,17440.243,3.05
121.0,-35.0,388.5,100,1.255,14482.843,3.05
121.0,-34.0,277.5,56,1.072,2249.802,3.05
121.0,-33.0,222.0,55,0.994,1261.425,3.05
121.0,-32.0,222.0,103,1.161,7758.500,3.05
121.0,-31.0,166.5,56,1.454,33416.225,3.05
121.0,-30.0,222.0,55,1.499,44004.631,3.05
121.0,-29.0,277.5,65,1.592,99842.635,3.05
121.0,-28.0,388.5,93,1.445,51032.722,3.05
121.0,-27.0,444.0,53,1.319,12358.801,3.05
121.0,-26.0,444.0,57,1.341,14770.044,3.05
121.0,-25.0,444.0,66,1.191,5450.743,3.05
121.0,-24.0,388.5,55,1.162,4160.085,3.05
121.0,-23.0,333.0,60,1.071,2413.851,3.05
121.0,-22.0,277.5,65,1.062,2485.940,3.05
121.0,-21.0,222.0,52,0.959,1006.748,3.05
121.0,-20.0,277.5,82,1.005,2269.673,3.05
121.0,-19.0,277.5,87,0.976,2003.100,3.05
121.0,-18.0,277.5,95,0.854,920.745,3.05
121.0,-17.0,277.5,81,0.963,1633.684,3.05
121.0,-16.0,277.5,52,0.753,233.945,3.05
